name|position|plus.minus|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
WARREN_PETERS|C|-27|0|0|0|0|0|0|0|0|0|0.6|0|0.6
WAYNE_PRIMEAU|C|-146|0.825|0.9|1.1|1.15|1.4|1.4|1.4|0|0|0|0|8.175
WAYNE_SIMMONDS|R|60|0|0|0|0|0|0.56|0.585|0.525|1.5|2|2.8|7.97
WES_WALZ|C|-43|0|0|1.52|1.368|0.9|0|0|0|0|0|0|3.788
WILLIE_MITCHELL|D|-109|0.6|0|1.35|3.5|3.5|3.5|3.5|3.5|3.5|3.5|3.5|29.95
WOJTEK_WOLSKI|L|100|0|0|0.9842|0.9842|0.86|2.5|3.1|3.6|4|0.6|0|16.6284
WYATT_SMITH|C|-43|0|0|0|0.5|0.5|0|0|0|0|0|0|1
YAN_STASTNY|C|-33|0|0|0|0.65|0|0.5|0|0|0|0|0|1.15
YANIC_PERREAULT|C|56|2.8|2.8|0.525|0.7|1.5|0|0|0|0|0|0|8.325
YANN_DANIS|G|-25|0|0|0|0|0|0.55|0|0|0|0.8|0.675|2.025
YANN_SAUVE|D|-2|0|0|0|0|0|0|0|0|0|0.762|0.709|1.471
YANNICK_TREMBLAY|D|6|0.9|1.05|0|0.45|0|0|0|0|0|0|0|2.4
YANNICK_WEBER|D|3|0|0|0|0|0|0|0|0|0.8|0.9|0.65|2.35
YURI_BUTSAYEV|C|-5|0.575|0|0|0|0|0|0|0|0|0|0|0.575
ZAC_BIERK|G|0|0|0.55|0|0|0|0|0|0|0|0|0|0.55
ZAC_DALPE|C|-9|0|0|0|0|0|0|0|0|0|0.787|0.55|1.337
ZAC_RINALDO|C|-11|0|0|0|0|0|0|0|0|0.56|0.56|0.525|1.645
ZACH_BOGOSIAN|D|-72|0|0|0|0|0|0.875|0.875|0.875|0|3|4|9.625
ZACH_BOYCHUK|L|-1|0|0|0|0|0|0|0|0|0|0.625|0|0.625
ZACH_HAMILL|C|5|0|0|0|0|0|0|0|0.7875|0|0.7|0.55|2.0375
ZACH_PARISE|L|213|0|0|0.703|0.703|2|2.5|3|5|6|12|12|43.906
ZACH_REDMOND|D|0|0|0|0|0|0|0|0|0|0|0.738|0.715|1.453
ZACK_KASSIAN|R|-4|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
ZACK_SMITH|C|-49|0|0|0|0|0|0|0|0.583333|0|0.775|1.5|2.858333
ZBYNEK_MICHALEK|D|-174|0|0|0.45|0.9|1.2|1.4|1.5|4|4|4|4|21.45
ZDENO_CHARA|D|288|1.75|2.4|3.724|7.5|7.5|7.5|7.5|7.5|8.5|6|8|67.874
ZENON_KONOPKA|C|-66|0|0|0|0|0|0|0.5|0.6|0.7|0.85|1|3.65
ZIGMUND_PALFFY|R|44|7.25|7|3.5|0|0|0|0|0|0|0|0|17.75
