Name|Salary.0203|Salary.0304|Salary.0506|Salary.0607|Salary.0708|Salary.0809|Salary.0910|Salary.1011|Salary.1112|Salary.1213|Salary.1314|Total
RILEY_COTE|0|0|0|0.45|0.5|0.525|0.525|0.6|0|0|0|2.6
RILEY_HOLZAPFEL|0|0|0|0|0|0|0|0|0|0.525|0|0.525
RILEY_NASH|0|0|0|0|0|0|0|0.55|0.6|0.787|0.55|2.487
RILEY_SHEAHAN|0|0|0|0|0|0|0|0|0|0.715|0.74|1.455
ROB_BORDSON|0|0|0|0|0|0|0|0.825|0|0|0|0.825
ROB_DAVISON|0|0|0.45|0.495|0.525|0.56|0|0.5|0|0|0.55|3.08
ROB_FLICK|0|0|0|0|0|0|0|0|0|0.583|0.583|1.166
ROB_KLINKHAMMER|0|0|0|0|0|0|0|0|0.525|0.65|0.6|1.775
ROB_NIEDERMAYER|2.1|2.1|2|2|2|2|1|1.15|0|0|0|14.35
ROB_SCHREMP|0|0|0|0|0|0.65|0.715|0|0|0|0|1.365
ROBERT_BLAKE|9.305158|9.326519|6.364112|6|6|5|3.5|0|0|0|0|45.495789
ROBERT_BORTUZZO|0|0|0|0|0|0|0.53|0.525|0.55|0.525|0.55|2.68
ROBERT_CZARNIK|0|0|0|0|0|0|0|0|0|0.555|0.56|1.115
ROBERT_DIMAIO|0.8|0.8|0.4575|0.5|0|0|0|0|0|0|0|2.5575
ROBERT_EARL|0|0|0|0|0|0|0.55|0.55|0|0|0|1.1
ROBERT_ESCHE|0.5|0.56|1|1|0|0|0|0|0|0|0|3.06
ROBERT_HOLIK|9.6|8.85|4.25|4.25|4.25|2.5|0|0|0|0|0|33.7
ROBERT_KRON|1.3|0|0|0|0|0|0|0|0|0|0|1.3
ROBERT_LANG|5|5|3.8|3.8|4|4|1|0|0|0|0|26.6
ROBERT_MAYER|0|0|0|0|0|0|0|0|0|0.525|0|0.525
ROBERT_NILSSON|0|0|0.9424|0|0.9424|1.5|2|2.5|0|0|0|7.8848
ROBERT_RAY|0.5|0|0|0|0|0|0|0|0|0|0|0.5
ROBERT_REICHEL|2.75|3.25|0|0|0|0|0|0|0|0|0|6
ROBERT_SCUDERI|0|0|0.5|0.55|0.7|0.725|3.4|3.4|3.4|3.4|4|20.075
ROBERT_SVEHLA|3.25|4|0|0|0|0|0|0|0|0|0|7.25
ROBERT_ZAMUNER|2|2|0|0|0|0|0|0|0|0|0|4
ROBERTO_LUONGO|1.6|1.9|3.2|6|6.5|7|7.5|10|6.716|6.714|6.714|63.844
ROBIN_LEHNER|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
ROBYN_REGEHR|1.0725|1.25|1.672|1.9|2.28|4.6|3.5|4|4|4|3|31.2745
ROD_BRIND'AMOUR|4.75|5|3.8|4|4|4|3|0|0|0|0|28.55
ROD_PELLEY|0|0|0|0|0.5225|0|0.575|0.525|0.575|0|0.55|2.7475
ROMAN_CECHMANEK|3.5|3|0|0|0|0|0|0|0|0|0|6.5
ROMAN_CERVENKA|0|0|0|0|0|0|0|0|0|0.925|0|0.925
ROMAN_HAMRLIK|3.5|3.6|3.5|3.5|5.5|5.5|5.5|5.5|3.5|3.5|0|43.1
ROMAN_HORAK|0|0|0|0|0|0|0|0|0|0.605|0.62|1.225
ROMAN_JOSI|0|0|0|0|0|0|0|0|0|0.875|0|0.875
ROMAN_POLAK|0|0|0|0.6|0|0.475|1|1.2|2|2.45|3.1|10.825
ROMAN_TUREK|4|4.25|0|0|0|0|0|0|0|0|0|8.25
RON_HAINSEY|1.075|0|0|0.575|0.9|4.5|5|5|5|3|2|27.05
RON_TUGNUTT|2.6|2.8|0|0|0|0|0|0|0|0|0|5.4
RONALD_FRANCIS|5.936287|4.453738|0|0|0|0|0|0|0|0|0|10.390025
RONALD_PETROVICKY|0.425|0.4675|0.589|0.45|0|0|0|0|0|0|0|1.9315
RORY_FITZPATRICK|0|0.375|0.532|0.525|0.55|0|0|0|0|0|0|1.982
ROSTISLAV_KLESLA|0.5375|1.075|0.943635|1.05|1.45|1.65|2.25|2.975|2.975|2.975|2.975|20.856135
ROSTISLAV_OLESZ|0|0|0.9842|0.9842|0.9842|1.7|2.3|3.1|3.4|4|4.25|21.7026
RUSLAN_FEDOTENKO|0.715|0|1.3|1.65|2.9|2.25|1.8|0|1.4|1.75|0|13.765
RUSLAN_SALEI|1.6|1.75|1.824|2.775|3.025|3.025|3.275|0.75|0|0|0|18.024
RYAN_BAYDA|0|0.6|0|0|0|0.475|0|0|0|0|0|1.075
RYAN_BOURQUE|0|0|0|0|0|0|0|0|0|0.64|0.715|1.355
RYAN_BUTTON|0|0|0|0|0|0|0|0|0|0.61|0.66|1.27
RYAN_CALLAHAN|0|0|0|0.55|0.575|0.6|2.2|2.4|4|4|4.875|19.2
RYAN_CARTER|0|0|0|0|0.56|0.525|0.625|0.725|0.75|0.75|0.8|4.735
RYAN_CRAIG|0|0|0|0.495|0.85|0.775|0.8|0|0|0|0.6|3.52
RYAN_ELLIS|0|0|0|0|0|0|0|0|0|0.81|0.81|1.62
RYAN_GARBUTT|0|0|0|0|0|0|0|0|0|0.55|0.6|1.15
RYAN_GETZLAF|0|0|0.881|0.7144|0.6232|4.5|5.125|5.125|5.75|6.125|6.5|35.3436
RYAN_HAMILTON|0|0|0|0|0|0|0|0|0|0.6|0.6|1.2
RYAN_HOLLWEG|0|0|0|0.456|0.5|0.525|0|0|0|0|0|1.481
RYAN_HOWSE|0|0|0|0|0|0|0|0|0|0.615|0.6|1.215
RYAN_JOHANSEN|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
RYAN_JOHNSON|0.75|0.6|0.5852|0.8|0.8|1.1|1.1|0|0|0|0|5.7352
RYAN_JONES|0|0|0|0|0|0|0|0.975|1.5|1.5|0|3.975
RYAN_KESLER|0|0|0.722|1.9|1.75|1.75|1.75|5|5|5|5|27.872
RYAN_LANNON|0|0|0|0|0.495|0|0|0|0|0|0|0.495
RYAN_LASCH|0|0|0|0|0|0|0|0|0|0.6|0.65|1.25
RYAN_MALONE|0|0|0.75|1.3|1.45|6|6|6|5.5|3|2.5|32.5
RYAN_MARTINDALE|0|0|0|0|0|0|0|0|0|0.69|0.74|1.43
RYAN_MCDONAGH|0|0|0|0|0|0|0|0|0.875|0.875|0|1.75
RYAN_MILLER|0|0|0.5016|2|2.5|3.5|6.25|6.25|6.25|6.25|6.25|39.7516
RYAN_MURPHY|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RYAN_MURRAY|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RYAN_NUGENT-HOPKINS|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RYAN_O'BYRNE|0|0|0|0|0.59|0.7|0.725|1.4|1.6|2|0|7.015
RYAN_O'MARRA|0|0|0|0|0|0|0.765|0|0|0|0|0.765
RYAN_O'REILLY|0|0|0|0|0|0|0.84|0.9|0.9|0|0|2.64
RYAN_OULAHEN|0|0|0|0|0|0|0.5|0|0|0|0|0.5
RYAN_PARENT|0|0|0|0|0|0.85|0.765|0|0|0|0|1.615
RYAN_POTULNY|0|0|0|0.835|0.6435|0|0.765|0.5|0|0.525|0|3.2685
RYAN_READY|0|0|0.45|0|0|0|0|0|0|0|0|0.45
RYAN_REAVES|0|0|0|0|0|0|0|0|0.525|0.6|0.6|1.725
RYAN_RUSSELL|0|0|0|0|0|0|0|0|0|0.7|0|0.7
RYAN_SHANNON|0|0|0|0.4775|0|0.605|0.6|0.625|0.625|0|0|2.9325
RYAN_SMYTH|3.025|3.45|3.5|3.5|7.5|7.25|6.5|5.5|4.5|2.25|2.25|49.225
RYAN_SPOONER|0|0|0|0|0|0|0|0|0|0.74|0.815|1.555
RYAN_SPROUL|0|0|0|0|0|0|0|0|0|0.642|0.642|1.284
RYAN_STANTON|0|0|0|0|0|0|0|0|0.595|0.595|0.55|1.74
RYAN_STOA|0|0|0|0|0|0|0|0.85|0|0.7|0|1.55
RYAN_STONE|0|0|0|0|0.675|0.55|0.6|0.5|0|0|0|2.325
RYAN_STROME|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
RYAN_SUTER|0|0|0.9424|0.4712|0.9424|3.5|3.5|3.5|3.5|12|12|40.356
RYAN_VANDENBUSSCHE|0.55|0.55|0.45|0|0|0|0|0|0|0|0|1.55
RYAN_WHITE|0|0|0|0|0|0|0.61|0|0.625|0.688|0.7|2.623
RYAN_WHITNEY|0|0|0.9006|0.9006|2.5|3|3.5|4.5|5|5.5|0.9|26.7012
RYAN_WILSON|0|0|0|0|0|0|0.53|0.53|1.275|2|2.375|6.71
RYANE_CLOWE|0|0|0|0.525|0.6|1.6|3.5|3.5|3.5|4|4.85|22.075
SAKU_KOIVU|3.3|4.25|3.42|4.75|4.75|4.75|3.25|2.5|2.5|3|2.5|38.97
SAM_CARRICK|0|0|0|0|0|0|0|0|0|0.605|0.63|1.235
SAM_GAGNER|0|0|0|0|0.875|0.875|0.875|2.275|2.275|3.2|4.4|14.775
SAMI_AITTOKALLIO|0|0|0|0|0|0|0|0|0|0.59|0.68|1.27
SAMI_HELENIUS|0.44|0|0|0|0|0|0|0|0|0|0|0.44
SAMI_KAPANEN|3|3|1.52|1.52|1.25|0|0|0|0|0|0|10.29
SAMI_LEPISTO|0|0|0|0|0|0|0|0|0.75|0|0|0.75
SAMI_SALO|0.88|1.675|1.5|1.5|3|3.75|3.75|3.5|2|4|3.5|29.055
SAMI_VATANEN|0|0|0|0|0|0|0|0|0|0.84|0.9|1.74
SAMUEL_PAHLSSON|0|0.55|0.625|0.65|1.4|1.4|2.65|2.65|2.65|0|0|12.575
SANDIS_OZOLINSH|5.5|5.5|2.75|2.75|0.625|0|0|0|0|0|0|17.125
SANDY_MCCARTHY|1.3|0.8|0|0|0|0|0|0|0|0|0|2.1
SCOTT_ARNOLD|0|0|0|0|0|0|0|0|0|0.925|0|0.925
SCOTT_CLEMMENSEN|0|0|0|0.45|0.5|0.5|1|1.1|1.5|1.1|1.3|7.45
SCOTT_FERGUSON|0.5|0.55|0.45|0|0|0|0|0|0|0|0|1.5
SCOTT_FORD|0|0|0|0|0|0|0|0|0|0.575|0|0.575
SCOTT_GLENNIE|0|0|0|0|0|0|0|0|0|0.9|0.81|1.71
SCOTT_GOMEZ|0.9|1|2.204|5|10|8|8|8|7.5|0.7|0.9|52.204
SCOTT_HANNAN|0.77|1.25|2.033|2.204|4.5|4.5|4.5|4.5|1|1|1|27.257
SCOTT_HARRINGTON|0|0|0|0|0|0|0|0|0|0.618|0.618|1.236
SCOTT_HARTNELL|1.075|1.1825|1|1.75|5.2|4.7|4.2|4.2|3.7|3.2|6|36.2075
SCOTT_LACHANCE|2|2|1.013333|0|0|0|0|0|0|0|0|5.013333
SCOTT_LEHMAN|0|0|0|0|0|0.515|0|0|0|0|0|0.515
SCOTT_MELLANBY|2.2|2|0.912|1|0|0|0|0|0|0|0|6.112
SCOTT_NICHOL|0.4|0.425|0.525|0.525|0.75|0.75|0.75|0.76|0.6|0.65|0|6.135
SCOTT_NIEDERMAYER|4|4|6.75|6.75|6.75|6.75|6|0|0|0|0|41
SCOTT_PARKER|0.57475|0.665|0.5852|0.575|0.475|0|0|0|0|0|0|2.87495
SCOTT_PARSE|0|0|0|0|0|0|0.55|0.9|0.9|0|0|2.35
SCOTT_PELLERIN|1|0|0|0|0|0|0|0|0|0|0|1
SCOTT_STAJCER|0|0|0|0|0|0|0|0|0|0.595|0.595|1.19
SCOTT_STEVENS|6.89110313|6.916747|0|0|0|0|0|0|0|0|0|13.80785013
SCOTT_THORNTON|1.425|1.425|1.71|1.5|1.5|0|0|0|0|0|0|7.56
SCOTT_TIMMINS|0|0|0|0|0|0|0|0|0.59|0.59|0.6|1.78
SCOTT_VALENTINE|0|0|0|0|0|0|0|0|0|0.565|0.565|1.13
SCOTT_WALKER|1.85|0|1.52|1.52|2.5|2.5|2.5|0|0|0|0|12.39
SCOTT_WEDGEWOOD|0|0|0|0|0|0|0|0|0|0.615|0.615|1.23
SCOTT_YOUNG|3.46227809|3.462278|0.75|0|0|0|0|0|0|0|0|7.67455609
SCOTTIE_UPSHALL|1.185|0|0.4503|0.9006|1.2|1.25|1.5|2.25|3.5|3.5|3.5|19.2359
SEAN (II)_COLLINS|0|0|0|0|0|0|0|0|0|0.585|0.665|1.25
SEAN_AVERY|0.4|0.44|0.532|1.1|1.9|3.5|4|4|4|0|0|19.872
SEAN_BACKMAN|0|0|0|0|0|0|0|0|0|0.578|0|0.578
SEAN_BERGENHEIM|0|0|0|0|0.5|0.8|0.925|0|2.75|2.75|2.75|10.475
SEAN_BROWN|0.6875|0.5|0.45|0|0|0|0|0|0|0|0|1.6375
SEAN_BURKE|3.25|4.5|1.6|1.6|0|0|0|0|0|0|0|10.95
SEAN_COLLINS|0|0|0|0|0|0.685|0|0|0.525|0.6|0.665|2.475
SEAN_COUTURIER|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
SEAN_HILL|2.5|2.05|1.52|0.6|0.475|0|0|0|0|0|0|7.145
SEAN_MCMORROW|0|0|0.45|0|0|0|0|0|0|0|0|0.45
SEAN_O'DONNELL|2.7|2.7|1.748|1.52|1.25|1.25|1.25|1|0.85|0|0|14.268
SEAN_PRONGER|0.425|0.45|0|0|0|0|0|0|0|0|0|0.875
SEAN_SULLIVAN|0|0|0|0|0|0|0|0|0.525|0.575|0|1.1
SEBASTIAN_STALBERG|0|0|0|0|0|0|0|0|0|0.618|0.892|1.51
SEBASTIAN_WANNSTROM|0|0|0|0|0|0|0|0|0|0.765|0.815|1.58
SEBASTIEN_CARON|0|0|0.646|0.65|0|0|0|0|0|0|0|1.296
SEBASTIEN_CHARPENTIER|0|0.4|0|0|0|0|0|0|0|0|0|0.4
SEBASTIEN_ERIXON|0|0|0|0|0|0|0|0|0|0.9|0|0.9
SEMYON_VARLAMOV|0|0|0|0|0|0|0.85|0.765|2.5|3|3|10.115
SENA_ACOLATSE|0|0|0|0|0|0|0|0|0|0.63|0.84|1.47
SERGE_AUBIN|0.5|0.55|0.45|0|0|0|0|0|0|0|0|1.5
SERGE_PAYER|0|0.45|0.45|0|0|0|0|0|0|0|0|0.9
SERGEI_BEREZIN|2.2|0|0|0|0|0|0|0|0|0|0|2.2
SERGEI_BOBROVSKY|0|0|0|0|0|0|0|0|0.9|0.9|5|6.8
SERGEI_BRYLIN|1.3|0|1.52|1.52|1.52|0|0|0|0|0|0|5.86
SERGEI_FEDOROV|2|10|6.08|6.08|6.08|4|0|0|0|0|0|34.24
SERGEI_GONCHAR|3.45|3.65|3.5|4.5|5.5|6|5.5|5.5|5.5|5.5|5|53.6
SERGEI_KOSTITSYN|0|0|0|0|0.56|0.55|0.585|0.55|2.5|3|3|10.745
SERGEI_KRIVOKRASOV|0.935|0|0|0|0|0|0|0|0|0|0|0.935
SERGEI_SAMSONOV|2.2|3.65|2.774|3.525|3.525|2.3|2.5|2.8|0|0|0|23.274
SERGEI_ZHOLTOK|1.025|1.225|0|0|0|0|0|0|0|0|0|2.25
SERGEI_ZUBOV|5|6|4|4|4|5.35|0|0|0|0|0|28.35
SHANE_DOAN|2.4|2.8|3.002|3.382|4.55|4.55|4.55|4.55|4.55|6.05|5.55|45.934
SHANE_HARPER|0|0|0|0|0|0|0|0|0|0.6|0|0.6
SHANE_HNIDY|0.6|0.725|0.6|0.6|0.755|0.76|0.75|0|0|0|0|4.79
SHANE_O'BRIEN|0|0|0|0.495|0.875|1.025|1.6|1.6|1.1|1.8|2|10.495
SHANE_PRINCE|0|0|0|0|0|0|0|0|0|0.83|0.9|1.73
SHANE_WILLIS|0.6156|0|0|0|0|0|0|0|0|0|0|0.6156
SHAONE_MORRISONN|0|1.13|0.6688|0.9|0.9|1.975|1.975|2.075|2.075|0|0|11.6988
SHAUN_VAN ALLEN|0.45|0.45|0|0|0|0|0|0|0|0|0|0.9
SHAWN_BATES|0.55|0.9|0.8778|1.2|1.2|0|0|0|0|0|0|4.7278
SHAWN_HEINS|0.6|0|0|0|0|0|0|0|0|0|0|0.6
SHAWN_HORCOFF|0.575|0|1|3.6|3.6|3.6|7|6.5|6.5|6|4|42.375
SHAWN_LALONDE|0|0|0|0|0|0|0|0.605|0.605|0.525|0|1.735
SHAWN_MATTHIAS|0|0|0|0|0|0|0|0.765|0.80325|0.9|1.65|4.11825
SHAWN_MCEACHERN|3.35|2|1|0|0|0|0|0|0|0|0|6.35
SHAWN_SZYDLOWSKI|0|0|0|0|0|0|0|0|0|0.525|0.525|1.05
SHAWN_THORNTON|0|0|0|0.45|0.5|0.5|0.55|0.825|0.8|1.1|1.1|5.825
SHAYNE_CORSON|2.45|0|0|0|0|0|0|0|0|0|0|2.45
SHEA_WEBER|0|0|0|0.735|0.475|4.5|4.5|4.5|7.5|14|14|50.21
SHEAN_DONOVAN|0.6845|0.75295|0.627|0.925|0.925|0.6|0.65|0|0|0|0|5.16445
SHELDON_BROOKBANK|0|0|0|0|0.5|0.5|0.5|0.7|0.8|1.2|1.3|5.5
SHELDON_KEEFE|0.975|0|0|0|0|0|0|0|0|0|0|0.975
SHELDON_SOURAY|1.1|1.6|2.128|2.432|6.25|6.25|5.5|4.5|4.5|1.5|3.5|39.26
SHJON_PODEIN|1.35|0|0|0|0|0|0|0|0|0|0|1.35
SIDNEY_CROSBY|0|0|0.85|0.85|0.85|9|9|9|9|7.5|12|58.05
SIMON_DESPRES|0|0|0|0|0|0|0|0|0|0.81|0.81|1.62
SIMON_GAGNE|2.1|2.6|2|5.25|5.25|5.25|5.25|5.25|4.5|2.5|0|39.95
SIMON_GYSBERS|0|0|0|0|0|0|0|0|0|0.6|0|0.6
SLAVA_VOYNOV|0|0|0|0|0|0|0|0.7125|0.7875|0.787|0|2.287
SPENCER_ABBOTT|0|0|0|0|0|0|0|0|0|0.925|0|0.925
STACY_ROEST|0.495|0|0|0|0|0|0|0|0|0|0|0.495
STAFFAN_KRONVALL|0|0|0|0|0|0|0.5|0.5|0|0|0|1
STANISLAV_CHISTOV|0|0|0|0.8|0|0|0|0|0|0|0|0.8
STANISLAV_GALIEV|0|0|0|0|0|0|0|0|0|0.62|0.615|1.235
STANISLAV_NECKAR|1.2|0|0|0|0|0|0|0|0|0|0|1.2
STEFAN_DELLA ROVERE|0|0|0|0|0|0|0|0|0|0.55|0|0.55
STEFAN_ELLIOTT|0|0|0|0|0|0|0|0|0|0.84|0.9|1.74
STEFAN_LEGEIN|0|0|0|0|0|0|0|0|0|0.715|0|0.715
STEFAN_MATTEAU|0|0|0|0|0|0|0|0|0|0.8425|0.8425|1.685
STEFAN_NOESEN|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
STEFAN_RUZICKA|0|0|0|0.55|0.525|0|0|0|0|0|0|1.075
STEFAN_SCHNEIDER|0|0|0|0|0|0|0|0|0|0.69|0|0.69
STEPHANE_DA COSTA|0|0|0|0|0|0|0|0|0|0.8|8.25|9.05
STEPHANE_DE COSTA|0|0|0|0|0|0|0|0|0.9|0|0|0.9
STEPHANE_FISET|2.35|0|0|0|0|0|0|0|0|0|0|2.35
STEPHANE_MATTEAU|0.6|0|0|0|0|0|0|0|0|0|0|0.6
STEPHANE_QUINTAL|2.15|1.5|0|0|0|0|0|0|0|0|0|3.65
STEPHANE_RICHER|0.7|0|0|0|0|0|0|0|0|0|0|0.7
STEPHANE_ROBIDAS|0.65|0.727502|0.55|0.55|1.5|1.5|1.5|3.25|3.55|3.55|2.85|20.177502
STEPHANE_VEILLEUX|0.48|0|0.495|0.55|0.595|0.8625|0.75|0|0|0.6|0.6|4.9325
STEPHANE_YELLE|1.2|1.6|1.368|1.55|1.25|0.75|0.55|0|0|0|0|8.268
STEPHEN_GIONTA|0|0|0|0|0|0|0|0|0|0.525|0.6|1.125
STEPHEN_GUOLLA|0.5|0|0|0|0|0|0|0|0|0|0|0.5
STEPHEN_HEINZE|1.75|2.25|0|0|0|0|0|0|0|0|0|4
STEPHEN_PEAT|0.525|0.495|0.455205|0|0|0|0|0|0|0|0|1.475205
STEPHEN_VALIQUETTE|0|0|0|0.6|0.635|0.725|0.725|0|0|0|0|2.685
STEPHEN_WEBB|0.667435|0|0|0|0|0|0|0|0|0|0|0.667435
STEPHEN_WEISS|0|0|0.61028|0.9|1.8|2.5|3|3.2|4|4.1|4|24.11028
STEVE_BEGIN|0.375|0.4|0.608|0.646|1.225|1.3|0.85|0|0|0|0|5.404
STEVE_BERNIER|0|0|0|0.85|0.85|2.5|2|2|0|0.775|0.775|9.75
STEVE_DOWNIE|0|0|0|0|0.585|0|0.6|0|1.9|2.55|2.75|8.385
STEVE_DUBINSKY|0.45|0|0|0|0|0|0|0|0|0|0|0.45
STEVE_EMINGER|1.185|0|0.96|0.992912|1|1.2|0.75|1.5|0.8|0.75|0.75|9.887912
STEVE_KELLY|0|0.5|0|0|0|0|0|0|0|0|0|0.5
STEVE_KONOWALCHUK|1.55|1.575|1.9|1.9|0|0|0|0|0|0|0|6.925
STEVE_MACINTYRE|0|0|0|0|0|0.525|0.55|0.5|0.6|0.625|0.625|3.425
STEVE_MARTINS|0.375|0.3|0.45|0|0|0|0|0|0|0|0|1.125
STEVE_MASON|0|0|0|0|0.85|0.85|0.85|0.765|2.6|3.2|1.5|10.615
STEVE_MCCARTHY|1.025|1.1275|0.76|0.775|0.725|0|0|0|0|0|0|4.4125
STEVE_MCKENNA|0.4|0.4|0|0|0|0|0|0|0|0|0|0.8
STEVE_MONTADOR|0.3|0.35|0.45|0.5|0.8|0.8|1.55|1.55|4.6|2.3|2.3|15.5
STEVE_OTT|0|0|0.58296|0.775|0.8|1.35|1.5|2.95|3.3|3.2|3.2|17.65796
STEVE_PASSMORE|0.55|0.55|0.45|0|0|0|0|0|0|0|0|1.55
STEVE_PINIZZOTTO|0|0|0|0|0|0|0|0|0.6|0.6|0.65|1.85
STEVE_POAPST|0.55|0.6|0.5|0|0|0|0|0|0|0|0|1.65
STEVE_QUAILER|0|0|0|0|0|0|0|0|0|0.613|0.688|1.301
STEVE_RUCCHIN|2.875|2.975|2.261|1.85|2.4|0|0|0|0|0|0|12.361
STEVE_SHIELDS|1.2|1.2|0.575|0|0|0|0|0|0|0|0|2.975
STEVE_STAIOS|0.9|1.1|1.615|1.615|2.9|2.9|2.8|2.2|0|0|0|16.03
STEVE_SULLIVAN|3|3|3.2|3.2|3.2|3.2|3.75|3.75|1.5|1.85|0|29.65
STEVE_THOMAS|1|0|0|0|0|0|0|0|0|0|0|1
STEVE_WAGNER|0|0|0|0|0|0|0|0.5|0|0|0|0.5
STEVE_YZERMAN|8|5.849823|1.25|0|0|0|0|0|0|0|0|15.099823
STEVEN_ANTHONY|0|0|0|0|0|0|0|0|0|0.565|0.59|1.155
STEVEN_DELISLE|0|0|0|0|0|0|0|0|0|0.595|0|0.595
STEVEN_KAMPFER|0|0|0|0|0|0|0|0|0.635|0.688|0|1.323
STEVEN_REINPRECHT|0.5|1.5|1.444|2|2|2|1.8|2.175|2.175|0|0|15.594
STEVEN_STAMKOS|0|0|0|0|0|0.875|0.875|0.875|8|8|8|26.625
STEVEN_ZALEWSKI|0|0|0|0|0|0|0|0|0|0.525|0|0.525
STU_BARNES|2.8|2.8|1.14|1.14|0.9|0|0|0|0|0|0|8.78
STU_BICKEL|0|0|0|0|0|0|0|0|0|0.7|0.8|1.5
STU_GRIMSON|0.75|0|0|0|0|0|0|0|0|0|0|0.75
STUART_PERCY|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
SVEN_BAERTSCHI|0|0|0|0|0|0|0|0|0|0.925|0.925|1.85
SVEN_BUTENSCHON|0.425|0|0.45|0|0|0|0|0|0|0|0|0.875
SYLVAIN_BLOUIN|0.5|0|0|0|0|0|0|0|0|0|0|0.5
SYLVAIN_COTE|1.5|0|0|0|0|0|0|0|0|0|0|1.5
SYLVAIN_LEFEBVRE|2.6|0|0|0|0|0|0|0|0|0|0|2.6
T.J._BRENNAN|0|0|0|0|0|0|0|0|0|0.55|0|0.55
T.J._BRODIE|0|0|0|0|0|0|0|0|0|0.525|1.75|2.275
T.J._GALIARDI|0|0|0|0|0|0|0.5875|0.637|0.7|0.95|1.25|4.1245
T.J._HENSICK|0|0|0|0|0.585|0.685|0.85|0|0|0.6|0.6|3.32
T.J._OSHIE|0|0|0|0|0|0.85|0.85|0.85|2.35|3.375|4|12.275
TANNER_GLASS|0|0|0|0|0|0|0|0|0.75|1.1|1.1|2.95
TANNER_HOUSE|0|0|0|0|0|0|0|0|0|0.575|0|0.575
TANNER_PEARSON|0|0|0|0|0|0|0|0|0|0.703|0.728|1.431
TAYLOR_ARONSON|0|0|0|0|0|0|0|0|0|0.6|0.525|1.125
TAYLOR_BECK|0|0|0|0|0|0|0|0|0|0.69|0.6|1.29
TAYLOR_CHORNEY|0|0|0|0|0|0|0.735|0.785|0.735|0.575|0|2.83
TAYLOR_DOHERTY|0|0|0|0|0|0|0|0|0.64|0.6|0.65|1.89
TAYLOR_FEDUN|0|0|0|0|0|0|0|0|0|0.825|0.675|1.5
TAYLOR_HALL|0|0|0|0|0|0|0|0.9|0.9|0.9|6|8.7
TAYLOR_PYATT|1.025|1.1275|0.98972|0.7|1.575|1.575|0.6|0.8|1.2|1.45|1.65|12.69222
TED_DONATO|0|0.45|0|0|0|0|0|0|0|0|0|0.45
TEDDY_PURCELL|0|0|0|0|0|0|0|0|2.35|2.375|4.5|9.225
TEEMU_HARTIKAINEN|0|0|0|0|0|0|0|0|0|0.875|0|0.875
TEEMU_PULKKINEN|0|0|0|0|0|0|0|0|0|0.615|0.69|1.305
TEEMU_SELANNE|6.5|5.8|1|3.75|0|3.25|2|3.25|4|4.5|2|36.05
TEPPO_NUMMINEN|4.75|4.5|2|2.6|0|1.1|0|0|0|0|0|14.95
TERRY_BROADHURST|0|0|0|0|0|0|0|0|0|0.618|0.618|1.236
TEUVO_TERAVAINEN|0|0|0|0|0|0|0|0|0|0|0.925|0.925
THEO_PECKHAM|0|0|0|0|0|0.56|0|0.55|1.075|1.075|0.575|3.835
THEO_RUTH|0|0|0|0|0|0|0|0|0|0.787|0|0.787
THEOREN_FLEURY|4|4.5|0|0|0|0|0|0|0|0|0|8.5
THOMAS_GREISS|0|0|0|0|0.68|0|0.55|0.55|0.55|0.625|0.75|3.705
THOMAS_HEEMSKERK|0|0|0|0|0|0|0|0|0|0.525|0|0.525
THOMAS_HICKEY|0|0|0|0|0|0|0|0|0|0.7|0.6|1.3
THOMAS_MCCOLLUM|0|0|0|0|0|0|0|0.875|0|0.787|0|1.662
THOMAS_MOJZIS|0|0|0|0.495|0|0|0|0|0|0|0|0.495
THOMAS_POCK|0|0|0|0|0|0.685|0|0|0|0.55|0|1.235
THOMAS_POECK|0|0|0|0.6|0|0|0|0|0|0|0|0.6
THOMAS_VANEK|0|0|0.9424|0.9424|10|8|6.4|6.4|6.4|6.4|6.4|51.8848
TIE_DOMI|1.9|2|1.25|0|0|0|0|0|0|0|0|5.15
TIM R._TAYLOR|1.6|0|0.725|0.725|0.5|0|0|0|0|0|0|3.55
TIM_BRENT|0|0|0|0.5222|0|0|0.525|0|0.7|0.8|0|2.5472
TIM_CONBOY|0|0|0|0|0|0.475|0.5|0|0|0|0|0.975
TIM_CONNOLLY|1.1275|0|1.0369|2.2|3|3.5|4.5|4.5|5.5|4|0|29.3644
TIM_ERIXON|0|0|0|0|0|0|0|0|0|0.9|0.9|1.8
TIM_GLEASON|0|0|0.646|1.175|1.175|2|2.5|3|3.5|3.5|4.5|21.996
TIM_HEED|0|0|0|0|0|0|0|0|0|0.595|0.645|1.24
TIM_JACKMAN|0|0|0|0|0.5|0.6|0.55|0.55|0.55|0.613|0.613|3.976
TIM_KENNEDY|0|0|0|0|0|0|0.635|0|0|0|0|0.635
