who,last_active,TPq10,TPmed,TPq90
DARREN_MCCARTY,20082009,403,1238,2050
RICHIE_REGEHR,20062007,274.9,1238,2173
CHRIS_GRATTON,20082009,494.9,1239,1959
MIKE_CARD,20062007,242.9,1239,2212
JEFFREY_PENNER,20092010,238.9,1239,2209
JOONAS_RASK,20122013,264.9,1240,2218
MICHAL_REPIK,20112012,311.9,1240.5,2134
RYAN_KELLER,20092010,246,1241,2221
KYLE_CHIPCHURA,20132014,471,1242,2018.1
GEORGE_PARROS,20132014,394,1242,2074.1
COLTON_SISSONS,20132014,247,1242,2196
MICHAEL_WALL,20062007,274.9,1242.5,2196
PHILIP_LARSEN,20132014,413,1243,2060
FEDOR_FEDOROV,20052006,239,1243,2179.1
SCOTT_LAUGHTON,20122013,249.9,1243.5,2193
MICHAEL_CHAPUT,20132014,246,1244,2207
GRANT_STEVENSON,20052006,290,1245,2170
TOM_WILSON,20132014,270,1245,2183.1
GRANT_LEWIS,20082009,256,1245,2205
MIKE_WATT,20022003,252,1245,2204
TYLER_PITLICK,20132014,256,1245,2215.1
CORY_LAROSE,20032004,254,1246,2218
JANNE_LAUKKANEN,20022003,289,1247,2183.1
DAVID_BROLL,20132014,260,1247,2203.1
BRYCE_VAN BRABANT,20132014,232,1248,2226.1
JOEY_HISHON,20132014,244.9,1249,2204
MATT_HERR,20022003,240,1249,2209
DENNIS_BONVIE,20022003,256,1249,2230.1
LANE_MACDERMID,20132014,250,1249.5,2213.1
MAGNUS_HELLBERG,20132014,243,1249.5,2209
TROY_BROUWER,20132014,567,1250,1918
MATT_ELLISON,20052006,309,1250,2168.1
MICHAL_SIVEK,20022003,282,1250.5,2187.1
NATHAN_PAETSCH,20092010,431,1251,2048
PATRICK_LEAHY,20052006,292,1251,2177
JOEY_TETARENKO,20022003,259,1251,2215
PHIL_ORESKOVIC,20082009,271,1251.5,2201
JEFF_FRIESEN,20062007,439,1252,2058
MIKE_HOFFMAN,20132014,282.9,1252,2200.1
ROB_VALICEVIC,20032004,279,1252,2203
TYSON_NASH,20052006,366,1252.5,2119
OLEG_PETROV,20022003,328.9,1253,2139.1
TONI_DAHLMAN,20022003,264,1253,2203
ANDREW_CAMPBELL,20132014,253.9,1253,2207
MARK_HARTIGAN,20072008,344,1253.5,2135.1
BOB_BOUGHNER,20052006,399,1254,2088
MARK_CUNDARI,20122013,262,1254,2205
COREY_TROPP,20132014,331,1254.5,2145
JONAS_HOGLUND,20022003,320.9,1255,2133.1
PATRICK_WEY,20132014,257,1255,2192
TYLER_ECKFORD,20102011,259,1256,2230
RIKU_HAHL,20032004,308.9,1257,2172
ANDRE_DEVEAUX,20112012,290,1258,2194
KEN_GERNANDER,20032004,255,1258,2206
KIRBY_LAW,20032004,268,1258,2222
KENT_SIMPSON,20132014,257,1258,2238
MAXWELL_REINHART,20122013,299,1258.5,2187
RHETT_RAKHSHANI,20112012,261,1259,2224.1
PRESTIN_RYAN,20052006,258,1259.5,2223
KRIS_NEWBURY,20132014,298,1260,2176
PIERRE-CEDRIC_LABRIE,20132014,285,1260,2198
PATRICK_KALETA,20132014,454,1261,2050.1
CORY_EMMERTON,20132014,353,1261,2126.1
JEREMY_WILLIAMS,20082009,294,1261,2183
ROB_BLAKE,20092010,610,1262,1891
JOHN_SLANEY,20032004,260,1262,2202
DANNY_IRMEN,20092010,255,1262,2229
JEFF_SKINNER,20132014,504,1264,1990.1
JEFF_FARKAS,20022003,268,1265,2224
GABE_GAUTHIER,20062007,256,1265,2217
RYAN_READY,20052006,256,1265,2219
CARL_KLINGBERG,20112012,266,1265,2232
BRIAN_SWANSON,20022003,298,1265.5,2191.1
PATRIK_NEMETH,20132014,276,1266,2221
JOHAN_MOTIN,20092010,269,1266,2233
STEPHEN_GIONTA,20132014,367,1266.5,2110
JORDIE_BENN,20132014,357,1266.5,2105
RYAN_VANDENBUSSCHE,20052006,296.9,1266.5,2185
COREY_POTTER,20132014,415,1267,2086.1
GREG_PATERYN,20122013,256,1267,2227
MATT_ZABA,20092010,244,1267,2216
TOMMY_ALBELIN,20052006,314,1267.5,2152
JUSSI_MARKKANEN,20062007,512.9,1268,1977
ANDREAS_SALOMONSSON,20022003,278,1268,2196.1
RYAN_FLINN,20022003,289,1268,2221
DAVID_BRINE,20072008,283,1268,2218.1
MAXIM_NOREAU,20102011,263,1268,2216.1
JONATHAN_HUBERDEAU,20132014,378.9,1269,2105
ARIS_BRIMANIS,20032004,275,1269,2206
STEVEN_HALKO,20022003,270,1269,2242
MIKAEL_RENBERG,20032004,394,1270,2105
DENIS_PEDERSON,20022003,295,1270,2195
STEVE_KELLY,20022003,267.9,1270,2210.1
BENOIT_GRATTON,20032004,264,1270,2219
JAROSLAV_BEDNAR,20032004,331,1270.5,2151.1
CHAD_WISEMAN,20052006,267.9,1271,2199.1
HUGH_JESSIMAN,20102011,261,1271,2228
FREDRIK_NORRENA,20082009,484.9,1272,2030
KEITH_BALLARD,20132014,610,1273,1898
MATTHEW_LOMBARDI,20122013,598,1273,1910
ALEXANDER_SALAK,20092010,265.9,1273,2209
BRAD_LEEB,20032004,267,1273,2222
JANI_RITA,20052006,338,1273.5,2188
DENIS_GREBESHKOV,20132014,524.9,1274,2007
EDDIE_LACK,20132014,350,1274,2131
AARON_GAGNON,20122013,326.9,1274,2202
MIKE_MOORE,20102011,286,1274,2215
JASON_MACDONALD,20032004,260,1274,2224
MIKA_ZIBANEJAD,20132014,357,1274.5,2135
MICHAEL_CARUSO,20122013,270.9,1274.5,2220.1
ALEXANDER_SULZER,20132014,399,1275,2086
FILIP_NOVAK,20062007,290.9,1275,2199
ILJA_ZUBOV,20082009,260,1275,2215.1
PAVEL_BRENDL,20052006,320,1275.5,2172
CAM_SEVERSON,20032004,274,1275.5,2225
NATHAN_ROBINSON,20032004,284,1276,2236.1
ANDREJ_PODKONICKY,20032004,269,1276,2226
HARRI_PESONEN,20122013,270,1276,2228.1
GARRET_STROSHEIN,20032004,256.9,1276,2244
VINCENT_DAMPHOUSSE,20032004,352,1277,2127
TOM_CAVANAGH,20082009,287,1277,2214
NOAH_CLARKE,20072008,273,1277,2212
LOUIS_ROBITAILLE,20052006,265,1277.5,2221
T.J._BRODIE,20132014,442,1278,2060
MILAN_KRAFT,20032004,405,1278,2117
LEO_KOMAROV,20122013,329,1278,2168
NIKITA_ZADOROV,20132014,279,1278,2217
DIXON_WARD,20022003,280,1278,2221.1
GRAHAM_MINK,20032004,264,1278,2219
STEVE_GAINEY,20052006,270,1278.5,2211.1
BRAD_ISBISTER,20072008,474,1279,2047
THEOREN_FLEURY,20022003,357.9,1279,2136.1
BRIAN_FAHEY,20102011,266,1279,2208.1
JEREMY_YABLONSKI,20032004,255,1279,2218
BRAYDON_COBURN,20132014,659,1280,1874
JEREMY_WELSH,20132014,262,1280,2231.1
CODY_MCCORMICK,20132014,462,1281,2028
ALEXANDER_BURMISTROV,20122013,448,1281,2069
YUTAKA_FUKUFUJI,20062007,276,1281,2222
MATT_KOALSKA,20052006,249,1281,2245.1
NICOLAS_DESCHAMPS,20132014,277,1281.5,2232
ANDREW_EBBETT,20132014,439.9,1282,2079
DAN_JANCEVSKI,20082009,280.9,1282,2207.1
SHELDON_KEEFE,20022003,273,1282,2225
JASON_JASPERS,20032004,276,1282,2232
ADAM_PAYERL,20132014,262,1282,2238.1
STEFAN_MATTEAU,20122013,273,1282.5,2204
RAYMOND_SAWADA,20102011,269,1282.5,2219
RON_HAINSEY,20132014,656,1283,1874.1
SEBASTIEN_BISAILLON,20062007,269,1283,2229
JESSE_FIBIGER,20022003,257.9,1283,2227
ERIC_MANLOW,20032004,306,1283.5,2195
MAREK_SCHWARZ,20072008,301,1283.5,2208.1
ALEXANDER_KHAVANOV,20052006,461,1284,2043
RADKO_GUDAS,20132014,414,1284,2111
ERIK_RASMUSSEN,20062007,375.9,1284,2141
TAYLOR_BECK,20132014,285.9,1284,2194.1
DWIGHT_HELMINEN,20092010,289,1284,2211
SHAUN_HESHKA,20092010,291,1284,2229
BRENT_KRAHN,20082009,266.9,1284,2214
PAVEL_ROSA,20022003,277,1284,2226
MATT_WATKINS,20112012,267,1284.5,2232.1
XAVIER_OUELLET,20132014,254.9,1284.5,2229
MATT_BARTKOWSKI,20132014,381.8,1285,2140
JASON_MORGAN,20062007,299,1285,2191.1
RILEY_ARMSTRONG,20082009,269,1285,2235
TIM_RAMHOLT,20072008,283,1285.5,2244
JAN_HEJDA,20132014,632,1286,1888
RYAN_O'MARRA,20112012,300.9,1286,2189
GREG_NEMISZ,20112012,286,1286,2209.1
ALEXANDER_BROOKS,20062007,275.9,1286,2214
TYLER_BOZAK,20132014,516,1286.5,2008.1
KIRILL_SAFRONOV,20022003,317,1286.5,2192.1
MARIO_BLIZNAK,20102011,283,1286.5,2218
MIKE_ANGELIDIS,20122013,287.9,1287,2204
GABRIEL_DUMONT,20122013,295.9,1287,2221
DYLAN_MCILRATH,20132014,290.9,1287,2236
BILL_SWEATT,20122013,273,1287,2233
COLIN_HEMINGWAY,20052006,264.9,1287,2239.1
BRAD_SMYTH,20022003,276.9,1287.5,2224.1
TOM_POTI,20122013,640,1288,1902
COLIN_MCDONALD,20132014,382,1288,2127
JEREMY_STEVENSON,20052006,366,1288,2130
BROCK_TROTTER,20092010,290,1288,2228
JOAKIM_NORDSTROM,20132014,288,1288,2231
JAMIE_DEVANE,20132014,289,1288,2235
MARTIN_HOULE,20062007,269,1288,2220
TOMMY_WESTLUND,20022003,251,1288,2238
PETR_BUZEK,20022003,304,1289,2209
DUSTIN_BYFUGLIEN,20132014,634,1290,1900
BOBBY_BUTLER,20132014,423.9,1290,2102
RICHARD_BACHMAN,20132014,396,1290,2114
BRIAN_DUMOULIN,20132014,281,1290,2228.1
COREY_LOCKE,20102011,278,1290,2231
COREY_HIRSCH,20022003,268,1290,2227
D.J._SMITH,20022003,265,1290,2226
KEVIN_DOELL,20072008,285,1290.5,2231
JAMIE_ARNIEL,20102011,261,1290.5,2236.1
MATT_UNDERHILL,20032004,279.9,1291,2211
KEVIN_SAWYER,20022003,278,1291,2216
MIKHAIL_KULESHOV,20032004,279,1291,2221
PER_LEDIN,20082009,281,1291.5,2225
GEOFF_KINRADE,20082009,280,1292,2238
JAKE_MCCABE,20132014,310,1293,2217
GORAN_BEZINA,20032004,293,1293,2234
IIRO_TARKKI,20112012,269,1293,2220
ZBYNEK_MICHALEK,20132014,664,1294,1880
ROB_ZAMUNER,20032004,367,1294,2147
ERIAH_HAYES,20132014,285,1294,2228
OWEN_FUSSEY,20032004,283,1294,2228
DAVID_CLARKSON,20132014,573.9,1295,1976
DARCY_HORDICHUK,20122013,455.9,1295,2089
LYNN_LOYNS,20032004,291,1295,2210
JULIAN_MELCHIORI,20132014,279,1295,2233.1
GREG_JACINA,20062007,291,1295.5,2234
JAYSON_MEGNA,20132014,316.9,1296,2212
BRENDON_NASH,20102011,286,1296,2235.1
FABIAN_BRUNNSTROM,20112012,404,1296.5,2132
TYLER_WOTHERSPOON,20132014,279,1296.5,2228
RADEK_MARTINEK,20132014,597,1297,1934
LUKAS_KASPAR,20082009,289,1297,2217
VINCENT_TROCHECK,20132014,282.9,1297,2218
JUSTIN_DIBENEDETTO,20102011,281,1297,2228
WILL_ACTON,20132014,307.9,1298,2228.1
CADE_FAIRCHILD,20112012,302,1298,2240.1
JONATHAN_AUDY-MARCHESSAULT,20122013,262,1298,2232.1
MAXIME_OUELLET,20052006,331,1298.5,2179.1
KEVIN_DINEEN,20022003,264,1298.5,2243
STEVE_BERNIER,20132014,583,1299,1975.2
RYAN_HAMILTON,20132014,298,1299,2229
DANIEL_BANG,20122013,281.9,1299,2231
JOSH_LEIVO,20132014,281,1299,2252.1
BARRY_BRUST,20062007,311,1299.5,2196
DANIEL_CLEARY,20132014,668,1300,1882.1
FRANTISEK_KABERLE,20082009,564,1300,1967.1
DAVE_DZIURZYNSKI,20122013,282,1300,2227
BOYD_KANE,20092010,279,1300,2230
DAN_CLOUTIER,20072008,571.8,1301,1990
VIKTOR_TIKHONOV,20082009,351,1301,2185
DALE_WEISE,20132014,384,1301.5,2150
ERIC_O'DELL,20132014,321,1301.5,2212
ROMAN_TUREK,20032004,435,1302,2097
MARK_DEKANICH,20102011,291,1302,2235
PIERRE_HEDIN,20032004,278,1302,2223.1
AUSTIN_WATSON,20122013,284,1302,2238.1
JUSTIN_JOHNSON,20132014,275,1302,2239
MIKE_BISHAI,20032004,290,1303,2220
CONNOR_JAMES,20072008,303.9,1303,2241
MIROSLAV_ZALESAK,20022003,291.8,1303,2241
JASON_RYZNAR,20052006,260,1303,2237
JANIS_SPRUKTS,20062007,302.9,1303.5,2231.1
TONY_MARTENSSON,20032004,281.9,1304,2219
MIKE_PANDOLFO,20032004,283,1304,2248.1
YANNICK_WEBER,20132014,451,1305,2102
CALVIN_DE HAAN,20132014,354.9,1305,2170
CONOR_ALLEN,20132014,285,1305,2240
DARREN_RUMBLE,20032004,296.8,1305.5,2214.1
HENRIK_TALLINDER,20132014,677.9,1306,1893
OSKAR_OSALA,20082009,275,1306,2242
JUSTIN_FAULK,20132014,517,1306.5,2052.1
LAYNE_ULMER,20032004,279.9,1306.5,2246
STEVE_REGIER,20082009,287.9,1307,2221
CARSEN_GERMYN,20052006,267,1307,2241
BRETT_STERLING,20112012,321.9,1307.5,2217.1
LUCAS_LESSIO,20132014,295,1307.5,2242
BRACKEN_KEARNS,20132014,304,1308,2235
MIKAEL_GRANLUND,20132014,408,1308.5,2141
MIKE_DUCO,20112012,298,1308.5,2219
JON_DISALVATORE,20052006,281,1308.5,2233.1
JAY_LEACH,20102011,386,1309,2168
PETER_SEJNA,20062007,340.9,1309,2207.1
NICOLAS_BLANCHARD,20122013,291,1309.5,2231
TOMMY_WINGELS,20132014,451,1310,2116
MIKKO_LEHTONEN,20092010,309.9,1310.5,2208.1
STEVEN_KAMPFER,20112012,395,1311,2157
RYAN_STOA,20102011,355,1311,2192
CHRISTOPHER_MINARD,20092010,333,1311,2214
DENIS_SHVIDKI,20022003,302,1311,2242
CAMERON_MANN,20022003,288,1311.5,2253
TRAVIS_GREEN,20062007,476,1312,2075
ROBERT_BORTUZZO,20132014,373,1312,2153.1
DUSTIN_KOHN,20092010,346,1312.5,2228
JONATHAN_ERICSSON,20132014,601,1313,1973
NILS_EKMAN,20062007,425,1315,2131
BRIAN_LEETCH,20052006,528.9,1316,2037.1
JIM_O'BRIEN,20122013,359.9,1316,2183
KEVIN_COLLEY,20052006,294,1316,2238.1
GREG_MOORE,20072008,278,1316.5,2242
DONALD_BRASHEAR,20092010,509,1317,2043.1
ANDREAS_DACKELL,20032004,409,1317,2148
JAMIE_STORR,20032004,380,1317,2171
CHRISTIAN_LAFLAMME,20032004,356.9,1317,2179
JAROSLAV_KRISTEK,20022003,288,1317,2239
JAN_MURSAK,20112012,309,1317.5,2221
CHUCK_KOBASEW,20132014,609.9,1318,1967
ANDREW_CASSELS,20052006,447,1318,2092.1
DMITRIJ_JASKIN,20132014,299.9,1318,2225
JAMIE_DOORNBOSCH,20102011,289,1318,2238
JACOB_TROUBA,20132014,413,1318.5,2137
CRAIG_WELLER,20082009,371,1319,2191
ANDREAS_ENGQVIST,20112012,314,1319.5,2246
JONATHAN_FERLAND,20052006,298.9,1319.5,2242.1
ED_JOVANOVSKI,20132014,680,1320,1899
STEVE_MOORE,20032004,353.9,1320,2192.1
ANTTI_PIHLSTROM,20082009,336.9,1320.5,2209.1
JIRI_BICEK,20032004,321,1320.5,2218
JAKUB_CUTTA,20032004,326.9,1321,2246
RICHARD_SCOTT,20032004,288,1321,2239.1
CODY_BASS,20112012,337,1321.5,2216
BEN_HOLMSTROM,20112012,278,1321.5,2239
MAXIME_TALBOT,20132014,644,1322,1941.1
ROBERT_EARL,20102011,349.9,1322,2210.1
LUKE_GAZDIC,20132014,313.9,1322.5,2226
MIKE_HALMO,20132014,294,1323,2254
DMITRY_YUSHKEVICH,20022003,393,1323.5,2165
MARK_OLVER,20122013,379,1323.5,2184
DAN_ELLIS,20132014,639,1324,1941.1
MORGAN_RIELLY,20132014,400.9,1324,2168
KIRK_MULLER,20022003,337,1324,2209
MATT_RYAN,20052006,303,1324,2250.1
JARED_STAAL,20122013,286.9,1324,2246
DEREK_GRANT,20132014,295,1324.5,2247
NICK_BJUGSTAD,20132014,395,1325,2167.1
BRENDAN_SMITH,20132014,458.9,1326,2120
COLBY_COHEN,20102011,304,1326,2249
FREDDIE_HAMILTON,20132014,314,1327,2244
NEIL_LITTLE,20032004,295.9,1328,2252
JAME_POLLOCK,20032004,303,1329,2246
GEOFF_PLATT,20072008,335,1330,2201.1
MARK_BOROWIECKI,20132014,306,1330,2249
DOUG_HOUDA,20022003,297,1330,2252.1
MARK_SMITH,20072008,417,1331,2166
CHARLIE_STEPHENS,20032004,307.9,1331,2235
DARCY_TUCKER,20092010,625.9,1332,2001
ANDREJ_SUSTR,20132014,348,1332,2213.1
MARK_MANCARI,20102011,335,1332,2213
NATE_PROSSER,20132014,428,1333,2134
JONATHAN_FILEWICH,20072008,295.9,1333,2243
KRIS_FREDHEIM,20112012,318.9,1334,2247
ALAN_LETANG,20022003,283,1334.5,2255
JONATHAN_SIGALET,20062007,283,1336,2251
JIRI_DOPITA,20022003,310,1336.5,2231
BRYAN_MARCHMENT,20052006,469.9,1337,2112
JOAKIM_ANDERSSON,20132014,404,1337,2175.1
DARREN_LANGDON,20052006,339.9,1337,2223
JAROSLAV_MODRY,20072008,577,1338,2017.1
PETR_PRUCHA,20102011,541,1338,2036
ALEXEI_SMIRNOV,20032004,304,1338,2231.1
PATRICE_BRISEBOIS,20082009,614.9,1339,1981
BRAD_HUNT,20132014,293.9,1339,2250
KIP_MILLER,20032004,446.9,1340,2129.1
CRAIG_DARBY,20032004,298,1340,2249
TY_RATTIE,20132014,281,1340,2244
MIKA_PYORALA,20092010,360,1341,2234.1
FRANCIS_WATHIER,20102011,286.9,1342,2265
NATHAN_GUENIN,20132014,422,1343,2143.1
MATT_HUSSEY,20052006,331,1343,2236.1
JOHN_JAKOPIN,20022003,320.9,1343,2263
SCOTT_YOUNG,20052006,519,1344,2089
MATT_BELESKEY,20132014,505.9,1344,2076.1
JONAS_JUNLAND,20092010,334,1344,2245
CALVIN_HEETER,20132014,329,1344,2246
MAT_CLARK,20112012,305,1344,2246
GREG_ZANON,20122013,656.9,1345,1964
JOSH_HARDING,20132014,595,1346,2014
COREY_ELKINS,20092010,308,1346.5,2246
MAXIM_AFINOGENOV,20092010,619,1348,1980
JARKKO_IMMONEN,20062007,327,1348,2241
SCOTT_MAYFIELD,20132014,316,1348,2242.1
JOSHUA_HENNESSY,20092010,324,1348.5,2249
MARC_CHOUINARD,20062007,483,1349,2105.1
JOEL_RECHLICZ,20092010,313.9,1349,2254
KYLE_GREENTREE,20082009,321,1349.5,2261.1
ANTERO_NIITTYMAKI,20102011,674,1350,1957.1
MATT_FRATTIN,20132014,443.9,1350,2145
BRADY_MURRAY,20072008,305.9,1350,2254
DEAN_ARSENE,20092010,318.9,1351,2254
PHILIP_VARONE,20132014,316,1351,2254
JOHAN_SUNDSTROM,20132014,307,1351,2251
DENNIS_WIDEMAN,20132014,732,1352,1908
ROB_NIEDERMAYER,20102011,647.9,1352,1969
IGOR_LARIONOV,20032004,402,1352,2173
TIMO_HELBLING,20062007,313.8,1352,2250
KRYS_BARCH,20132014,469,1353,2153
JASON_BACASHIHUA,20062007,453,1353,2144.1
ROMAN_LYASHENKO,20022003,322,1353,2249
BILL_THOMAS,20112012,410.9,1354,2193
PHILIPP_GRUBAUER,20132014,345.9,1354,2207
BRANDON_SMITH,20022003,298,1354.5,2266
YANIC_PERREAULT,20072008,566.9,1355,2047.1
MICHAL_JORDAN,20122013,308.9,1355,2254
BRAD_THIESSEN,20112012,361,1355.5,2220.1
BARRY_TALLACKSON,20082009,334,1356,2259
PETER_SKUDRA,20022003,394,1356.5,2175
KEVIN_MARSHALL,20112012,323.9,1356.5,2246
SCOTT_WALKER,20092010,623.9,1357,1995
JEFF_FINGER,20092010,563,1357,2065
ERIC_BEAUDOIN,20032004,340.9,1357,2234
MIKE_IGGULDEN,20082009,335,1357,2236.1
JEFF_COWAN,20072008,462,1358,2130
CODY_EAKIN,20132014,462,1358,2134
PAVEL_TRNKA,20032004,460,1359,2152
DAVE_LOWRY,20032004,386,1360,2200
BRANDON_NOLAN,20072008,326,1360,2253
DARRYL_SYDOR,20092010,653,1361,1999
JUSTIN_BRAUN,20132014,516,1361,2089
T.J._BRENNAN,20122013,392,1361,2213
DAVE_KARPA,20022003,345,1361,2250.1
JOSH_HOLDEN,20022003,322.8,1361,2255.1
TY_CONKLIN,20112012,693.9,1361.5,1940
PATRICK_DAVIS,20092010,314.9,1361.5,2251
ADAM_BERKHOEL,20052006,361.9,1362,2215
JIM_DOWD,20072008,541,1363,2079
PIERRE-LUC_LETOURNEAU-LEBLOND,20112012,340,1363,2256
JOHAN_HARJU,20102011,320.9,1363,2264
WADE_DUBIELEWICZ,20092010,474,1363.5,2131
TIM_BRENT,20122013,482,1364,2145.1
JAIME_SIFERS,20092010,385,1364,2215
MATT_DUMBA,20132014,325.9,1364.5,2270
NATHAN_DEMPSEY,20062007,530,1365,2084
JOSEF_BOUMEDIENNE,20032004,423,1365,2184
SPENCER_ABBOTT,20132014,313,1365,2254.1
BILL_HOULDER,20022003,400.9,1367,2198
CHRIS_TERRY,20132014,339,1368,2259
MICHAEL_FUNK,20072008,324,1368,2260.1
VOJTECH_POLAK,20062007,325,1368,2274
GORDIE_DWYER,20022003,307,1368,2265
PETR_NEDVED,20062007,548,1368.5,2084
MATT_CARKNER,20132014,531,1369,2102
ILKKA_PIKKARAINEN,20092010,322,1369,2255
JEROME_SAMSON,20112012,360.9,1370,2243
KEVIN_DALLMAN,20072008,474,1370.5,2145
RICKARD_RAKELL,20132014,347,1371,2269
ROB_RAY,20032004,317.9,1371,2266
LELAND_IRVING,20122013,413.9,1372,2225
STAFFAN_KRONWALL,20092010,340,1372,2259.1
MARC_DENIS,20082009,621.9,1373,2032
JIM_CUMMINS,20032004,370.9,1373,2251.1
MARCUS_RAGNARSSON,20032004,518,1374,2129
JOHN_NEGRIN,20082009,331,1374,2257
STEPHANE_QUINTAL,20032004,491.9,1374.5,2120
KYLE_CALDER,20092010,653,1375,2007
J-SEBASTIEN_AUBIN,20072008,565,1375,2077
TIM_STAPLETON,20112012,435.9,1375,2175
SYLVAIN_BLOUIN,20022003,318.9,1375,2289.1
ALEXANDRE_DAIGLE,20052006,505,1376,2144
JORDAN_SZWARZ,20132014,339,1376,2259
TAYLOR_PYATT,20132014,713,1377,1951
LUKAS_KRAJICEK,20092010,615,1377,2032
MICHAEL_STONE,20132014,479,1377,2150
ADAM_PINEAULT,20072008,310,1377,2264
DREW_MILLER,20132014,592,1377.5,2068
YANN_DANIS,20122013,504.9,1377.5,2125
MAKSIM_MAYOROV,20112012,318.9,1378,2262
JEFF_MACMILLAN,20032004,311,1378,2267.1
JESSE_WINCHESTER,20132014,535,1379,2111
ARTEM_CHUBAROV,20032004,461,1379,2165
MARTIN_GRENIER,20062007,331,1379,2259
BRAD_STAUBITZ,20122013,412,1380,2191
JOHN_POHL,20072008,432.9,1380.5,2184
ANTON_STRALMAN,20132014,662.9,1381,2010
MARTIN_SAMUELSSON,20032004,333,1381,2264.1
PAUL_POSTMA,20132014,409.8,1382.5,2225
DARRYL_BOOTLAND,20072008,337,1383,2261
CODY_GOLOUBEF,20122013,347,1383,2279
ANDREW_BODNARCHUK,20092010,318.9,1383,2274.1
ROSS_LUPASCHUK,20022003,335,1383.5,2276
JARKKO_RUUTU,20102011,651.9,1384.5,2029
CAL_O'REILLY,20112012,487.9,1384.5,2157
JOHN_GRUDEN,20032004,336,1384.5,2258.1
TODD_REIRDEN,20032004,349,1385,2267.1
DAVID_PRINTZ,20062007,331,1386,2262
BRANDON_MCMILLAN,20132014,494.9,1387,2176
DOUG_JANIK,20112012,470.9,1387,2160
SEAN_COLLINS,20132014,382,1387.5,2237
JAROD_PALMER,20112012,339,1388,2256
DREW_BAGNALL,20102011,323,1388,2264
BILLY_TIBBETTS,20022003,331,1388,2280.1
ALEXANDER_MOGILNY,20052006,529,1390,2135
TYSON_STRACHAN,20132014,501,1390,2157
MAGNUS_JOHANSSON,20072008,422.9,1390,2216
RICH_CLUNE,20132014,402,1390,2219
CHAD_KOLARIK,20102011,327,1391,2267.1
ROMAN_TVRDON,20032004,341.9,1391.5,2280.1
RAY_EMERY,20132014,733,1392,1953.1
BRET_HEDICAN,20082009,653,1392,2009
NATHAN_OYSTRICK,20102011,429,1392.5,2191.1
PAUL_MARA,20102011,722,1393,1980
ZDENEK_KUTLAK,20032004,352.9,1393,2284
JEREMY_ROENICK,20082009,624,1394,2053
TREVOR_GILLIES,20112012,378,1394,2257
KAREL_RACHUNEK,20072008,607,1395,2074
MATT_CLIMIE,20102011,365.9,1395,2243
DIMITRI_PATZOLD,20072008,331,1395.5,2262
GARTH_SNOW,20052006,580,1396,2092
DAVID_TANABE,20072008,573,1397,2084.1
ZACH_SILL,20132014,363,1397,2274.1
JEFF_DESLAURIERS,20112012,521,1398,2145
RYAN_CARTER,20132014,547,1398.5,2099.1
TEEMU_LAAKSO,20112012,349.9,1398.5,2271.1
MARC_METHOT,20132014,663.9,1399,2024
DUNCAN_MILROY,20062007,329,1399,2272
JESPER_FAST,20132014,385.9,1399.5,2278
JONATHON_BLUM,20132014,525.9,1400,2166
PHILIPPE_DUPUIS,20112012,439.9,1400,2216
CONNOR_CARRICK,20132014,390,1400,2249
MARK_ARCOBELLO,20132014,369,1400,2241
CRAIG_BERUBE,20022003,358.9,1400,2246.1
BRIAN_MCGRATTAN,20132014,462,1400.5,2208
RYAN_CALDWELL,20052006,350.9,1400.5,2288.1
RYAN_WHITNEY,20132014,747.9,1401,1963
RILEY_COTE,20082009,412,1401,2236
ANDERS_MYRVOLD,20032004,334,1401,2280
BORIS_MIRONOV,20032004,482,1401.5,2172
DAMIEN_BRUNNER,20132014,482,1403.5,2184.1
KAREL_PILAR,20032004,451,1404,2213.1
DREW_LARMAN,20092010,366.9,1404,2262
MATT_PETTINGER,20092010,601,1404.5,2079
VITALY_VISHNEVSKI,20072008,619.9,1405,2072
JONATHAN_HEDSTROM,20052006,457,1405,2214
MICHAEL_SGARBOSSA,20122013,337,1406.5,2278.1
KEVIN_PORTER,20132014,556,1408.5,2123.1
LINUS_KLASEN,20102011,359.9,1408.5,2287
JAY_PANDOLFO,20122013,587,1409,2097
DENIS_HAMEL,20062007,405.9,1409,2230
MICHAL_HANDZUS,20132014,748,1410,1958
SETH_JONES,20132014,433.9,1410,2216
SERGE_AUBIN,20052006,507.9,1411,2159
DENIS_TOLPEKO,20072008,376.9,1411,2276
CAMERON_SCHILLING,20132014,351,1411,2282
MIKE_SILLINGER,20082009,657,1412,2049
GEORGES_LARAQUE,20092010,576,1412,2111
MARK_RYCROFT,20062007,500.9,1412,2169
THOMAS_MCCOLLUM,20102011,347.9,1412,2280
IAN_LAPERRIERE,20092010,644,1413,2050
MATT_FOY,20072008,383.9,1413,2246
PATRICK_DESROCHERS,20022003,370,1413,2260
MITCHELL_FRITZ,20082009,362,1413,2277.1
MARTIN_BIRON,20132014,787,1414,1927
MIKE_WEBER,20132014,597.8,1415,2107
DREW_LEBLANC,20122013,361,1415,2290
ALEXANDER_NIKULIN,20082009,357,1415.5,2294
DERICK_BRASSARD,20132014,677.9,1416,2034.1
STEPHEN_VALIQUETTE,20092010,506,1416,2165
TEEMU_HARTIKAINEN,20122013,429,1416.5,2243
CAM_PADDOCK,20082009,371,1416.5,2275
MICHAEL_LEIGHTON,20122013,659,1417.5,2053
