player,season,beta,ppm,pm,salary
JEAN-SEBASTIEN_GIGUERE,20112012,0,0,1,1.25
RON_HAINSEY,20112012,0,0,-12,5
ANDY_MCDONALD,20112012,0,0,16,4.2
MARTIN_BRODEUR,20112012,0,0,8,5.2
SCOTT_GOMEZ,20112012,0,0,-4,7.5
JAMIE_LANGENBRUNNER,20112012,0,0,3,2.5
COLIN_WHITE,20112012,0,0,-23,1
ROSTISLAV_KLESLA,20112012,0,0,-1,2.975
TODD_BERTUZZI,20112012,0,0,29,1.625
MARTIN_BIRON,20112012,0,0,8,0.8
ERIC_BOULTON,20112012,0,0,-12,0.575
TIM_CONNOLLY,20112012,0,0,-18,5.5
ED_JOVANOVSKI,20112012,0,0,-16,4
TAYLOR_PYATT,20112012,0,0,-5,1.2
HENRIK_TALLINDER,20112012,0,0,-14,3.25
JOHAN_HEDBERG,20112012,0,0,16,1.25
HAL_GILL,20112012,0,0,-21,2.25
SEAN_O'DONNELL,20112012,0,0,-20,0.85
DAINIUS_ZUBRUS,20112012,0,0,4,3.4
NIKOLAI_KHABIBULIN,20112012,0,0,-13,3.75
PAVEL_KUBINA,20112012,0,0,-13,3.5
BRAD_RICHARDS,20112012,0,0,37,12
CORY_SARICH,20112012,0,0,-2,3.3
BARRET_JACKMAN,20112012,0,0,-14,3.5
MATT_BRADLEY,20112012,0,0,-2,0.9
PATRICK_MARLEAU,20112012,0,0,33,6.9
EVGENI_NABOKOV,20112012,0,0,-8,0
RICHARD_PARK,20112012,0,0,-4,0
NICK_SCHULTZ,20112012,0,0,-28,3.6
CHUCK_KOBASEW,20112012,0,0,-18,1.25
JORDAN_LEOPOLD,20112012,0,0,-7,3
TONI_LYDMAN,20112012,0,0,-28,3
SCOTT_NICHOL,20112012,0,0,-17,0.6
SHAWN_HORCOFF,20112012,0,0,-12,6.5
JAY_PANDOLFO,20112012,0,0,-29,0
JASON_WILLIAMS,20112012,0,0,3,0.6
VERNON_FIDDLER,20112012,0,0,-31,1.8
RADEK_DVORAK,20112012,0,0,-26,1.5
DANIEL_CLEARY,20112012,0,0,-7,3
MARK_EATON,20112012,0,0,-29,3
MIKE_CAMMALLERI,20112012,0,0,5,6
CHRIS_NEIL,20112012,0,0,8,2
STEVE_MONTADOR,20112012,0,0,14,4.6
BRAD_STUART,20112012,0,0,-20,3.75
RICK_DIPIETRO,20112012,0,0,-3,4.5
BROOKS_ORPIK,20112012,0,0,-9,3.75
SCOTT_CLEMMENSEN,20112012,0,0,-6,1.5
MATT_WALKER,20112012,0,0,-2,1.9
JIM_VANDERMEER,20112012,0,0,2,1
SEBASTIEN_CARON,20112012,0,0,-1,0
TOM_KOSTOPOULOS,20112012,0,0,-25,1.1
JEFF_TAFFE,20112012,0,0,2,0.6
ANDREW_RAYCROFT,20112012,0,0,-13,0.6
MATHIEU_DARCHE,20112012,0,0,-9,0.7
MATHIEU_GARON,20112012,0,0,-6,1.35
JOSH_HARDING,20112012,0,0,-22,0.75
MIKE_MOTTAU,20112012,0,0,-16,0.95
CURTIS_SANFORD,20112012,0,0,-13,0.6
MARC-ANDRE_BERGERON,20112012,0,0,15,1
DOUG_JANIK,20112012,0,0,1,0.525
PAUL_GAUSTAD,20112012,0,0,-20,2.5
CHRIS_MASON,20112012,0,0,0,2.1
KRYS_KOLANOS,20112012,0,0,0,0
PAUL_MARTIN,20112012,0,0,-3,5.5
ANTTI_MIETTINEN,20112012,0,0,-2,0
TUOMO_RUUTU,20112012,0,0,7,4.4
SHELDON_SOURAY,20112012,0,0,9,4.5
ANTOINE_VERMETTE,20112012,0,0,-14,3.75
SEAN_BERGENHEIM,20112012,0,0,-2,2.75
MATTHEW_LOMBARDI,20112012,0,0,-26,3.5
CHRIS_HIGGINS,20112012,0,0,18,1.9
DAN_HAMHUIS,20112012,0,0,30,5
JORDIN_TOOTOO,20112012,0,0,-3,1.35
MAREK_ZIDLICKY,20112012,0,0,18,4
CODY_MCCORMICK,20112012,0,0,-8,1.4
TREVOR_DALEY,20112012,0,0,-2,3.5
DOMINIC_MOORE,20112012,0,0,-34,1.2
MIKE_SMITH,20112012,0,0,27,2
ZBYNEK_MICHALEK,20112012,0,0,-13,4
CARLO_COLAIACOVO,20112012,0,0,23,2.5
CHRIS_KELLY,20112012,0,0,20,2
DAN_ELLIS,20112012,0,0,-3,1.5
FEDOR_TYUTIN,20112012,0,0,-21,3.425
RANDY_JONES,20112012,0,0,-2,1.15
BROOKS_LAICH,20112012,0,0,-19,6.5
MARCEL_GOC,20112012,0,0,0,1.7
ANDREW_ALBERTS,20112012,0,0,-2,1.225
YANN_DANIS,20112012,0,0,1,0
CHRIS_CAMPOLI,20112012,0,0,0,1.75
PETTERI_NOKELAINEN,20112012,0,0,-12,0
GILBERT_BRULE,20112012,0,0,10,1.85
BRAYDON_COBURN,20112012,0,0,-26,3.4
ROSTISLAV_OLESZ,20112012,0,0,-1,3.4
JIM_SLATER,20112012,0,0,-39,1.1
BRIAN_MCGRATTAN,20112012,0,0,-1,0
ANDREJ_MESZAROS,20112012,0,0,-1,4
MAXIME_TALBOT,20112012,0,0,-25,2.5
BRETT_LEBDA,20112012,0,0,-6,0
RYANE_CLOWE,20112012,0,0,14,3.5
GEORGE_PARROS,20112012,0,0,1,0.875
KEITH_BALLARD,20112012,0,0,-8,4.2
JEFF_WOYWITKA,20112012,0,0,2,0.65
JOSH_GORGES,20112012,0,0,-8,2.5
KYLE_BRODZIAK,20112012,0,0,-25,1.3
ANTHONY_STEWART,20112012,0,0,0,0.8
ERIK_CHRISTENSEN,20112012,0,0,-6,0.925
RYAN_WHITNEY,20112012,0,0,-8,5
TOMAS_FLEISCHMANN,20112012,0,0,24,4.5
STEVE_BERNIER,20112012,0,0,10,0
TREVOR_GILLIES,20112012,0,0,-1,0.625
DENNIS_WIDEMAN,20112012,0,0,7,4.5
KYLE_QUINCEY,20112012,0,0,-2,3.25
BEN_EAGER,20112012,0,0,-2,1
GREG_ZANON,20112012,0,0,-8,2.1
CHRIS_THORBURN,20112012,0,0,-12,0.85
PEKKA_RINNE,20112012,0,0,31,4
KEVIN_BIEKSA,20112012,0,0,18,7
DANIEL_PAILLE,20112012,0,0,-15,1.15
KEITH_AUCOIN,20112012,0,0,5,0
JAY_HARRISON,20112012,0,0,-16,0.65
JAMES_WISNIEWSKI,20112012,0,0,-9,7
MATT_CARKNER,20112012,0,0,-4,0.7
JOAKIM_LINDSTROM,20112012,0,0,-4,0
DUSTIN_BYFUGLIEN,20112012,0,0,16,4.25
MARK_STUART,20112012,0,0,-43,1.6
BRENDAN_BELL,20112012,0,0,-1,0
ALEXANDRE_GIROUX,20112012,0,0,-1,0
BILL_THOMAS,20112012,0,0,-1,0
MARC-ANTOINE_POULIOT,20112012,0,0,0,0.605
KRIS_LETANG,20112012,0,0,52,3.5
NIKLAS_BACKSTROM,20112012,0,0,-22,6
LADISLAV_SMID,20112012,0,0,-24,2.25
JOHNNY_ODUYA,20112012,0,0,-17,4
GUILLAUME_LATENDRESSE,20112012,0,0,10,2.6
SHANE_O'BRIEN,20112012,0,0,-11,1.1
PATRICK_O'SULLIVAN,20112012,0,0,-2,0
RYAN_SHANNON,20112012,0,0,-11,0.625
ADAM_BURISH,20112012,0,0,-3,1.3
MIKE_BLUNDEN,20112012,0,0,-1,0
DAVE_BOLLAND,20112012,0,0,-1,3.375
BRANDON_PRUST,20112012,0,0,-11,0.8
DAVID_BOOTH,20112012,0,0,10,4.5
BLAIR_JONES,20112012,0,0,-5,0.525
PETER_HARROLD,20112012,0,0,5,0.55
JEFF_DESLAURIERS,20112012,0,0,2,0
RYAN_CALLAHAN,20112012,0,0,7,4
NICKLAS_GROSSMANN,20112012,0,0,-15,1.75
BLAKE_COMEAU,20112012,0,0,-12,2.5
CHRIS_CONNER,20112012,0,0,1,0.55
ANDREJ_SEKERA,20112012,0,0,-7,4.25
MATT_ELLIS,20112012,0,0,-5,0
DAVID_MOSS,20112012,0,0,-7,1.3
JEFF_SCHULTZ,20112012,0,0,-20,2.5
KRIS_NEWBURY,20112012,0,0,-1,0
TROY_BROUWER,20112012,0,0,-12,2.35
KENT_HUSKINS,20112012,0,0,9,1
TIM_BRENT,20112012,0,0,5,0.7
MARK_FRASER,20112012,0,0,-2,0.55
ANDREW_GREENE,20112012,0,0,-3,2.5
KRYS_BARCH,20112012,0,0,0,0.85
NATHAN_GUENIN,20112012,0,0,6,0.525
DANIEL_GIRARDI,20112012,0,0,7,3.4
ROD_PELLEY,20112012,0,0,-6,0.575
SHELDON_BROOKBANK,20112012,0,0,-1,0.8
PATRICK_KALETA,20112012,0,0,-17,0.955
MARC_METHOT,20112012,0,0,-27,2.25
DAN_CARCILLO,20112012,0,0,10,0.775
RICH_PEVERLEY,20112012,0,0,31,1.4
DAVID_CLARKSON,20112012,0,0,37,3
JOE_PISKULA,20112012,0,0,-5,0
DREW_MILLER,20112012,0,0,-6,0
RYAN_CARTER,20112012,0,0,-10,0.75
JONAS_HILLER,20112012,0,0,-15,4.5
CAREY_PRICE,20112012,0,0,3,3
BRIAN_ELLIOTT,20112012,0,0,27,0.6
MATT_NISKANEN,20112012,0,0,25,1.75
NICLAS_BERGFORS,20112012,0,0,-1,0.575
MIKE_LUNDIN,20112012,0,0,-9,1
PATRICK_KANE,20112012,0,0,32,6
CURTIS_MCELHINNEY,20112012,0,0,4,0.625
TORREY_MITCHELL,20112012,0,0,-15,1.725
MARTIN_HANZAL,20112012,0,0,29,2.1
ERIK_JOHNSON,20112012,0,0,-1,3
PETER_MUELLER,20112012,0,0,2,2.5
DANIEL_WINNIK,20112012,0,0,-24,1
KRIS_RUSSELL,20112012,0,0,15,1.3
MASON_RAYMOND,20112012,0,0,3,2.6
KYLE_CHIPCHURA,20112012,0,0,4,0.55
ONDREJ_PAVELEC,20112012,0,0,-16,1.3
ANTON_STRALMAN,20112012,0,0,17,0
MIKE_WEBER,20112012,0,0,-26,0.9
CAL_CLUTTERBUCK,20112012,0,0,-4,1.5
DEVIN_SETOGUCHI,20112012,0,0,0,2.75
TUUKKA_RASK,20112012,0,0,17,1.5
MATT_HUNWICK,20112012,0,0,-2,1.55
JAKE_DOWELL,20112012,0,0,-8,0.8
THOMAS_GREISS,20112012,0,0,9,0.55
JONATHAN_QUICK,20112012,0,0,47,1.8
RYAN_O'BYRNE,20112012,0,0,-24,1.6
JASON_JAFFRAY,20112012,0,0,-1,0
CODY_BASS,20112012,0,0,-1,0
DAVID_JONES,20112012,0,0,5,2.5
MARK_FISTRIC,20112012,0,0,-17,1.25
ANDREW_MURRAY,20112012,0,0,-2,0.575
COLIN_STUART,20112012,0,0,-3,0
JOHNNY_BOYCHUK,20112012,0,0,14,2
DERICK_BRASSARD,20112012,0,0,1,3
SHAWN_MATTHIAS,20112012,0,0,-5,0.80325
DARRYL_BOYCE,20112012,0,0,-12,0.7
DANE_BYERS,20112012,0,0,-1,0.55
SAMI_LEPISTO,20112012,0,0,1,0.75
JONATHAN_ERICSSON,20112012,0,0,5,3.25
ANDREW_EBBETT,20112012,0,0,5,0.525
MARC-ANDRE_GRAGNANI,20112012,0,0,20,0.55
NIKLAS_HJALMARSSON,20112012,0,0,-19,3.5
THEO_PECKHAM,20112012,0,0,-17,1.075
DARREN_HELM,20112012,0,0,-15,1
MATTIAS_RITOLA,20112012,0,0,-4,0.525
KYLE_OKPOSO,20112012,0,0,-8,1
CLAY_WILSON,20112012,0,0,0,0
JESSE_WINCHESTER,20112012,0,0,-7,0.75
JACK_HILLEN,20112012,0,0,4,0.65
MATT_D'AGOSTINI,20112012,0,0,19,1.5
JUSTIN_ABDELKADER,20112012,0,0,-13,0.825
KYLE_TURRIS,20112012,0,0,19,0
TOM_SESTITO,20112012,0,0,-3,0
PAUL_BISSONNETTE,20112012,0,0,-4,0.625
NIKLAS_KRONWALL,20112012,0,0,-3,3.75
NIKOLAI_KULEMIN,20112012,0,0,0,2.2
JOHN_MITCHELL,20112012,0,0,13,0
LUKE_SCHENN,20112012,0,0,-24,0
ADAM_PARDY,20112012,0,0,-10,2
PATRIK_BERGLUND,20112012,0,0,17,2.1
ALEX_PIETRANGELO,20112012,0,0,25,0.7875
CHRIS_PORTER,20112012,0,0,-2,0.6
JAMES_NEAL,20112012,0,0,54,3.5
MICHAEL_FROLIK,20112012,0,0,-17,3
COLTON_GILLIES,20112012,0,0,-13,0
MIKKEL_BOEDKER,20112012,0,0,1,1
KEVIN_PORTER,20112012,0,0,-3,0.85
DREW_DOUGHTY,20112012,0,0,31,0
FABIAN_BRUNNSTROM,20112012,0,0,-2,0
NIKITA_FILATOV,20112012,0,0,2,0.787
BRAD_STAUBITZ,20112012,0,0,-5,0.6
ZACH_BOYCHUK,20112012,0,0,-2,0
PIERRE-LUC_LETOURNEAU-LEBLOND,20112012,0,0,1,0.55
ANDREAS_NODL,20112012,0,0,-6,0.845
BEN_BISHOP,20112012,0,0,3,0
JAMIE_MCGINN,20112012,0,0,3,0.68
MATT_HALISCHUK,20112012,0,0,0,0
PATRICK_DWYER,20112012,0,0,-14,0.6
BRETT_FESTERLING,20112012,0,0,-1,0
CORY_SCHNEIDER,20112012,0,0,30,0.9
TIM_SESTITO,20112012,0,0,-5,0
ANDRE_DEVEAUX,20112012,0,0,3,0
ALEXANDRE_BOLDUC,20112012,0,0,-1,0.55
JOEY_CRABB,20112012,0,0,-13,0
ZACK_SMITH,20112012,0,0,-21,0
PAUL_SZCZECHURA,20112012,0,0,0,0
KENNDAL_MCARDLE,20112012,0,0,-3,0
JUSTIN_PETERS,20112012,0,0,0,0.55
CHRIS_STEWART,20112012,0,0,3,3.25
SEAN_COLLINS,20112012,0,0,-1,0.525
BRETT_CARSON,20112012,0,0,-2,0.55
WARREN_PETERS,20112012,0,0,-24,0
COREY_POTTER,20112012,0,0,-4,0
MICHAL_REPIK,20112012,0,0,0,0.6
BEN_LOVEJOY,20112012,0,0,2,0.525
TIM_WALLACE,20112012,0,0,-4,0
TOM_WANDELL,20112012,0,0,-4,0.85
SEMYON_VARLAMOV,20112012,0,0,-9,2.5
PHILIPPE_DUPUIS,20112012,0,0,-11,0.65
BEN_MAXWELL,20112012,0,0,3,0.715
TYSON_STRACHAN,20112012,0,0,3,0.75
CHRIS_BUTLER,20112012,0,0,-16,1.3
ANDREW_GORDON,20112012,0,0,-20,0
BRETT_SUTTER,20112012,0,0,-3,0
DUSTIN_JEFFREY,20112012,0,0,-4,0.525
TIM_KENNEDY,20112012,0,0,-13,0
TREVOR_SMITH,20112012,0,0,1,0
BRENDAN_MIKKELSON,20112012,0,0,1,0.721875
JOHN_SCOTT,20112012,0,0,-1,0.525
DEREK_JOSLIN,20112012,0,0,-14,0.65
YANNICK_WEBER,20112012,0,0,0,0.8
MIKAEL_BACKLUND,20112012,0,0,-12,0.787
MATT_BELESKEY,20112012,0,0,-1,0.625
BYRON_BITZ,20112012,0,0,2,0.7
ALEXANDER_SULZER,20112012,0,0,8,0.7
PETER_REGIN,20112012,0,0,1,1.05
KEVIN_WESTGARTH,20112012,0,0,-3,0.525
VILLE_LEINO,20112012,0,0,0,6
ARTEM_ANISIMOV,20112012,0,0,21,0
DAVIS_DREWISKE,20112012,0,0,0,0.625
DAVID_SCHLEMKO,20112012,0,0,-2,0.55
JAY_BEAGLE,20112012,0,0,-4,0.525
JHONAS_ENROTH,20112012,0,0,-9,0
TIM_STAPLETON,20112012,0,0,16,0.525
DAVID_VAN DER GULIK,20112012,0,0,1,0
CAL_O'REILLY,20112012,0,0,-8,1.05
BRANDON_SEGAL,20112012,0,0,-2,0.525
T.J._GALIARDI,20112012,0,0,-16,0.7
MICHAEL_SAUER,20112012,0,0,7,1.25
JONAS_GUSTAVSSON,20112012,0,0,0,1.4
JAY_ROSEHILL,20112012,0,0,-4,0.6
VIKTOR_STALBERG,20112012,0,0,5,0.9
JASON_DEMERS,20112012,0,0,-1,1.1
BENN_FERRIERO,20112012,0,0,0,0.605
RYAN_O'REILLY,20112012,0,0,10,0.9
JAMES_VAN RIEMSDYK,20112012,0,0,9,0.875
MATT_GILROY,20112012,0,0,-6,1
DMITRY_KULIKOV,20112012,0,0,5,0.9
TYLER_MYERS,20112012,0,0,4,0.875
ERIK_KARLSSON,20112012,0,0,52,0.875
VICTOR_HEDMAN,20112012,0,0,-21,0.9
FRAZER_MCLAREN,20112012,0,0,0,0
ALEC_MARTINEZ,20112012,0,0,21,0.7375
GUILLAUME_DESBIENS,20112012,0,0,-1,0
STEVEN_ZALEWSKI,20112012,0,0,-2,0
TYLER_BOZAK,20112012,0,0,10,1.6
JAMES_REIMER,20112012,0,0,-13,2.2
AARON_GAGNON,20112012,0,0,-1,0
SCOTT_PARSE,20112012,0,0,2,0.9
ANTON_KHUDOBIN,20112012,0,0,2,0.95
VICTOR_ORESKOVICH,20112012,0,0,1,0.605
MATHIEU_PERREAULT,20112012,0,0,12,0.525
TOM_PYATT,20112012,0,0,-37,0.525
LARS_ELLER,20112012,0,0,-13,0.7875
RYAN_O'MARRA,20112012,0,0,-2,0
CARL_GUNNARSSON,20112012,0,0,-26,1.4
MARK_LETESTU,20112012,0,0,-2,0.65
JOHN_CARLSON,20112012,0,0,-35,0.7875
JAMES_WYMAN,20112012,0,0,-4,0
ANDREI_LOKTIONOV,20112012,0,0,-3,0
BRAYDEN_SCHENN,20112012,0,0,4,0
BOBBY_SANGUINETTI,20112012,0,0,0,0
COLIN_MCDONALD,20112012,0,0,0,0
VLADIMIR_ZHARKOV,20112012,0,0,-2,0.5775
KYLE_WILSON,20112012,0,0,-1,0
BRANDON_YIP,20112012,0,0,2,0.75
JEROME_SAMSON,20112012,0,0,1,0.525
EVAN_OBERG,20112012,0,0,2,0
KASPARS_DAUGAVINS,20112012,0,0,-12,0
KEATON_ELLERBY,20112012,0,0,-8,0.7875
DUSTIN_TOKARSKI,20112012,0,0,-3,0.55
DRAYSON_BOWMAN,20112012,0,0,4,0
NICK_PALMIERI,20112012,0,0,-10,0.525
NICK_JOHNSON,20112012,0,0,-5,0.55
ALEX_PLANTE,20112012,0,0,0,0
MATT_MARTIN,20112012,0,0,-28,0.615
CODY_ALMOND,20112012,0,0,-5,0
DEREK_SMITH,20112012,0,0,4,0
DYLAN_REESE,20112012,0,0,0,0
JAMIE_MCBAIN,20112012,0,0,8,0.735
JUSTIN_FALK,20112012,0,0,-23,0
CASEY_WELLMAN,20112012,0,0,-3,0
NICK_BONINO,20112012,0,0,2,0.693
BOBBY_BUTLER,20112012,0,0,9,0
NATE_PROSSER,20112012,0,0,-20,0
EVGENY_DADONOV,20112012,0,0,-4,0.6875
PHILIP_LARSEN,20112012,0,0,10,0
MICHEAL_HALEY,20112012,0,0,-2,0
ZACH_HAMILL,20112012,0,0,3,0
ERIC_TANGRADI,20112012,0,0,0,0.66
BRAD_THIESSEN,20112012,0,0,2,0
SERGEI_BOBROVSKY,20112012,0,0,0,0.9
ZAC_DALPE,20112012,0,0,-2,0
JEFF_SKINNER,20112012,0,0,9,0.9
MARK_OLVER,20112012,0,0,0,0
T.J._BRODIE,20112012,0,0,11,0
HENRIK_KARLSSON,20112012,0,0,-9,0.85
MAGNUS_PAAJARVI,20112012,0,0,-5,0.9
TOMMY_WINGELS,20112012,0,0,1,0.6875
MATT_TAORMINA,20112012,0,0,2,0.55
ALEXANDER_URBOM,20112012,0,0,1,0.615
ALEXANDER_BURMISTROV,20112012,0,0,3,0.9
MARCUS_JOHANSSON,20112012,0,0,6,0.9
OLIVER_EKMAN-LARSSON,20112012,0,0,2,0.9
DANA_TYRELL,20112012,0,0,-11,0.65
ANDERS_LINDBACK,20112012,0,0,-2,0.7375
BRANDON_PIRRI,20112012,0,0,1,0.615
KYLE_CLIFFORD,20112012,0,0,-9,0.765
JORDAN_CARON,20112012,0,0,0,0.9
RYAN_REAVES,20112012,0,0,0,0.525
JACOB_JOSEFSON,20112012,0,0,7,0.9
ROBIN_LEHNER,20112012,0,0,2,0
EVAN_BROPHEY,20112012,0,0,0,0
LUKE_ADAM,20112012,0,0,2,0
EVGENY_GRACHEV,20112012,0,0,-4,0
BEN_SMITH,20112012,0,0,-5,0.605
ERIC_WELLWOOD,20112012,0,0,8,0.6
KYLE_PALMIERI,20112012,0,0,4,0.9
KEVIN_SHATTENKIRK,20112012,0,0,36,0.875
STEPHEN_GIONTA,20112012,0,0,5,0
MATT_KASSIAN,20112012,0,0,-2,0
IAN_COLE,20112012,0,0,6,0
NIKITA_NIKITIN,20112012,0,0,-16,0
JEREMY_MORIN,20112012,0,0,-1,0.715
MATTIAS_TEDENBY,20112012,0,0,-16,0.875
MARCO_SCANDELLA,20112012,0,0,-23,0
KEITH_AULIE,20112012,0,0,-10,0.525
DWIGHT_KING,20112012,0,0,14,0
BRANDON_MCMILLAN,20112012,0,0,-18,0.665
JUSTIN_BRAUN,20112012,0,0,-2,0.7125
RICHARD_BACHMAN,20112012,0,0,0,0
ROB_KLINKHAMMER,20112012,0,0,-1,0.525
STEVEN_KAMPFER,20112012,0,0,2,0.635
LINUS_OMARK,20112012,0,0,-5,0.875
ADAM_CRACKNELL,20112012,0,0,1,0
DALE_WEISE,20112012,0,0,-1,0
AARON_VOLPATTI,20112012,0,0,-3,0.625
JAN_MURSAK,20112012,0,0,2,0.54
PATRICE_CORMIER,20112012,0,0,1,0.6125
CHRIS_MUELLER,20112012,0,0,-1,0
JEFF_PETRY,20112012,0,0,-17,0
BRETT_MACLEAN,20112012,0,0,2,0.735
JIM_O'BRIEN,20112012,0,0,1,0
ANDREW_DESJARDINS,20112012,0,0,-2,0.54
KEVIN_POULIN,20112012,0,0,-2,0.6125
MATT_CALVERT,20112012,0,0,-5,0.7125
MATT_BARTKOWSKI,20112012,0,0,-2,0.685
MATT_HACKETT,20112012,0,0,-10,0
CHRIS_SUMMERS,20112012,0,0,-6,0.85
CORY_EMMERTON,20112012,0,0,0,0.525
JACOB_MARKSTROM,20112012,0,0,-6,0
PAUL_BYRON,20112012,0,0,2,0
COLIN_GREENING,20112012,0,0,8,0
CODY_HODGSON,20112012,0,0,18,0.7875
LANCE_BOUMA,20112012,0,0,-6,0
TOMAS_VINCOUR,20112012,0,0,-2,0
JOE_VITALE,20112012,0,0,-14,0
ERIK_CONDRA,20112012,0,0,-20,0
BRIAN_STRAIT,20112012,0,0,0,0
JONATHON_BLUM,20112012,0,0,-23,0.7875
BLAKE_GEOFFRION,20112012,0,0,0,0
BEN_HOLMSTROM,20112012,0,0,-1,0.625
AARON_PALUSHAJ,20112012,0,0,1,0
TEEMU_HARTIKAINEN,20112012,0,0,1,0
CHRIS_VANDEVELDE,20112012,0,0,0,0
MARCUS_KRUGER,20112012,0,0,1,0.715
GREG_NEMISZ,20112012,0,0,1,0
TOMAS_KUBALIK,20112012,0,0,-3,0
STEPHANE_DA COSTA,20112012,0,0,-9,0
CARSON_MCMILLAN,20112012,0,0,0,0
JOE_COLBORNE,20112012,0,0,4,0
MATT_FRATTIN,20112012,0,0,1,0.875
CARL_KLINGBERG,20112012,0,0,-1,0.74
ZAC_RINALDO,20112012,0,0,-3,0.56
SEAN_COUTURIER,20112012,0,0,-7,0
MATT_READ,20112012,0,0,5,0
RAPHAEL_DIAZ,20112012,0,0,-3,0
JAKE_GARDINER,20112012,0,0,-2,0
BRETT_CONNOLLY,20112012,0,0,-4,0
JUSTIN_FAULK,20112012,0,0,-5,0
MIKA_ZIBANEJAD,20112012,0,0,-2,0
RYAN_JOHANSEN,20112012,0,0,3,0
DAVID_SAVARD,20112012,0,0,5,0
CRAIG_SMITH,20112012,0,0,8,0
MAXIME_MACENAUER,20112012,0,0,-13,0
DEVANTE_SMITH-PELLY,20112012,0,0,-7,0
TIM_ERIXON,20112012,0,0,-2,0
ADAM_LARSSON,20112012,0,0,4,0
BRETT_BULMER,20112012,0,0,1,0
ROMAN_HORAK,20112012,0,0,4,0
MARK_SCHEIFELE,20112012,0,0,0,0
ANTON_LANDER,20112012,0,0,-19,0
MATTIAS_EKHOLM,20112012,0,0,-1,0
LENNART_PETRELL,20112012,0,0,-19,0
HARRY_ZOLNIERCZYK,20112012,0,0,-12,0
SLAVA_VOYNOV,20112012,0,0,28,0.7875
ALLEN_YORK,20112012,0,0,3,0
ANDY_MIELE,20112012,0,0,-3,0.9
CODY_EAKIN,20112012,0,0,2,0
COLTEN_TEUBERT,20112012,0,0,-7,0
COREY_TROPP,20112012,0,0,0,0
PETER_HOLLAND,20112012,0,0,0,0
ROBERT_BORTUZZO,20112012,0,0,-1,0.55
BRENDAN_SMITH,20112012,0,0,3,0.875
ANDERS_NILSSON,20112012,0,0,-8,0
KEVIN_MARSHALL,20112012,0,0,-2,0.65
DAVID_ULLSTROM,20112012,0,0,-2,0
DMITRY_ORLOV,20112012,0,0,3,0
T.J._BRENNAN,20112012,0,0,0,0
CARL_HAGELIN,20112012,0,0,18,0
ZACK_KASSIAN,20112012,0,0,0,0
STEFAN_ELLIOTT,20112012,0,0,8,0
BRAYDEN_MCNABB,20112012,0,0,-2,0
ROMAN_JOSI,20112012,0,0,-1,0
DAVID_MCINTYRE,20112012,0,0,-2,0
CADE_FAIRCHILD,20112012,0,0,-1,0
LOUIS_LEBLANC,20112012,0,0,2,0
SIMON_DESPRES,20112012,0,0,10,0
JOE_FINLEY,20112012,0,0,-3,0
LELAND_IRVING,20112012,0,0,-9,0
BRAD_MALONE,20112012,0,0,1,0
CALVIN_DE HAAN,20112012,0,0,1,0
CARL_SNEEP,20112012,0,0,1,0
JAROD_PALMER,20112012,0,0,-2,0
STU_BICKEL,20112012,0,0,-2,0
MARCUS_FOLIGNO,20112012,0,0,8,0
RILEY_NASH,20112012,0,0,2,0.6
MIKE_HOFFMAN,20112012,0,0,-1,0
RYAN_ELLIS,20112012,0,0,11,0
JOAKIM_ANDERSSON,20112012,0,0,1,0
GABRIEL_BOURQUE,20112012,0,0,-3,0
JIMMY_HAYES,20112012,0,0,-2,0
JORDIE_BENN,20112012,0,0,1,0
DYLAN_OLSEN,20112012,0,0,-8,0
ANDREW_SHAW,20112012,0,0,2,0
RYAN_RUSSELL,20112012,0,0,-16,0
PIERRE-CEDRIC_LABRIE,20112012,0,0,-2,0
BRIAN_FOSTER,20112012,0,0,1,0
MARK_BOROWIECKI,20112012,0,0,-1,0
CHAD_RAU,20112012,0,0,-1,0
MIKE_ANGELIDIS,20112012,0,0,-1,0
PHILIPPE_CORNET,20112012,0,0,0,0
AARON_NESS,20112012,0,0,-1,0
TYSON_BARRIE,20112012,0,0,0,0
JORDAN_NOLAN,20112012,0,0,3,0
COLBY_ROBAK,20112012,0,0,1,0
MICHAEL_STONE,20112012,0,0,5,0
RYAN_GARBUTT,20112012,0,0,-2,0
MATT_WATKINS,20112012,0,0,-1,0
CARTER_CAMPER,20112012,0,0,1,0
CASEY_CIZIKAS,20112012,0,0,-1,0
BRANDON_BOLLIG,20112012,0,0,-2,0
LANE_MACDERMID,20112012,0,0,-2,0
CARTER_ASHTON,20112012,0,0,-10,0
BRANDON_MANNING,20112012,0,0,1,0
SVEN_BAERTSCHI,20112012,0,0,2,0
JADEN_SCHWARTZ,20112012,0,0,2,0
RYAN_HAMILTON,20112012,0,0,-1,0
JUSSI_RYNNAS,20112012,0,0,-6,0
REILLY_SMITH,20112012,0,0,-3,0
JASON_ZUCKER,20112012,0,0,-2,0
DALTON_PROUT,20112012,0,0,1,0
J.T._BROWN,20112012,0,0,2,0
CODY_GOLOUBEF,20112012,0,0,1,0
MAT_CLARK,20112012,0,0,-2,0
TOREY_KRUG,20112012,0,0,0,0
MATT_DONOVAN,20112012,0,0,-3,0
GABRIEL_DUMONT,20112012,0,0,-1,0
AKIM_ALIU,20112012,0,0,3,0
CHAY_GENOWAY,20112012,0,0,0,0
BRENDEN_DILLON,20112012,0,0,-2,0
