who,last_active,mean_effect
TOMAS_POPPERLE,20062007,0.0442084952654054
TOMMY_SALO,20032004,0.0441353412261612
JEFF_DROUIN-DESLAURIERS,20092010,0.0438995900265748
JEFF_WOYWITKA,20112012,0.0438243948568715
TREVOR_SMITH,20132014,0.0438181532194483
RYAN_STANTON,20132014,0.0438030733929504
DAVID_BOOTH,20132014,0.0437271066996223
JASON_MARSHALL,20052006,0.0436458271678083
BRANDON_PRUST,20132014,0.0436060672418999
SCOTT_STEVENS,20032004,0.0434761232199353
BRIAN_POTHIER,20092010,0.0433784653054532
JAKUB_KINDL,20132014,0.0431487835656136
FREDRIK_OLAUSSON,20022003,0.0428977080832854
REID_BOUCHER,20132014,0.0427714019161471
CHRIS_KELLY,20132014,0.042635398024854
MARTIN_GERBER,20102011,0.0425904263015335
JASON_CHIMERA,20132014,0.0424606103709979
TOMAS_HERTL,20132014,0.0424266748446087
BRANDON_BOCHENSKI,20092010,0.0424137488464959
FRAZER_MCLAREN,20132014,0.0423274631694642
MIKE_LECLERC,20052006,0.0423011894545315
BRANDON_MANNING,20122013,0.0422894577457272
RYAN_CALLAHAN,20132014,0.0421255275347666
DAVID_OLIVER,20052006,0.0420823225262257
KENNY_JONSSON,20032004,0.0419221009126065
DAN_CARCILLO,20132014,0.0419119124642065
MATHIEU_DARCHE,20112012,0.0418202388804729
GREG_MAULDIN,20102011,0.0413804345620168
DANIEL_BRIERE,20132014,0.0412878299563188
TOMAS_KABERLE,20122013,0.0411955412545735
CARL_GUNNARSSON,20132014,0.0411417068362639
BRETT_CARSON,20122013,0.0409310607053954
MASON_RAYMOND,20132014,0.0409051564781126
CARSON_MCMILLAN,20112012,0.0408957696819733
CAL_CLUTTERBUCK,20132014,0.0405638975162852
NIKLAS_HAGMAN,20112012,0.0403304315294754
JASON_WOOLLEY,20052006,0.0401758802604057
ANTON_VOLCHENKOV,20132014,0.0397499512268821
NICKLAS_JENSEN,20132014,0.0393258089789438
ALEXANDRE_GIROUX,20112012,0.0390473581731998
CORY_SCHNEIDER,20132014,0.0388721684272682
SAMI_SALO,20132014,0.0388059511656716
P.J._AXELSSON,20072008,0.038784365807007
RICH_PEVERLEY,20132014,0.038689955888053
JOHN_MITCHELL,20132014,0.0386720526718125
PETER_MUELLER,20122013,0.038626421127696
PAVEL_KUBINA,20112012,0.0386237784963379
SERGEI_ZHOLTOK,20032004,0.038409145909831
GLEN_WESLEY,20072008,0.037978998563393
BRADEN_HOLTBY,20132014,0.0377799926558801
PETER_HOLLAND,20132014,0.0376525789841148
FILIP_KUBA,20122013,0.0373748319113144
JONAS_HILLER,20132014,0.0372468062547437
PAUL_BISSONNETTE,20132014,0.0368855041851867
MARC-ANDRE_BERGERON,20122013,0.0368158590752841
ANDREI_NIKOLISHIN,20032004,0.0367811749504997
RYAN_MALONE,20132014,0.0366604308527314
PETR_MRAZEK,20132014,0.0365867781389156
RANDY_JONES,20112012,0.0364777837506346
BRAD_TAPPER,20022003,0.0363891177607497
TOM_KOIVISTO,20022003,0.0362373395188336
ERIK_HAULA,20132014,0.0362046146734308
JOHN_CARLSON,20132014,0.036183076457167
DUSTIN_JEFFREY,20132014,0.0360978319529598
SAM_GAGNER,20132014,0.0360350869088707
CURTIS_JOSEPH,20082009,0.0360108213806924
DARRYL_BOYCE,20112012,0.035967895411856
MIKAEL_BACKLUND,20132014,0.0358702045320525
NIKITA_KUCHEROV,20132014,0.0357184653336531
IVAN_CIERNIK,20032004,0.0355673751923263
JOHNNY_ODUYA,20132014,0.0355417449961441
KYLE_QUINCEY,20132014,0.0354789048523952
DAN_FRITSCHE,20082009,0.0354207010484651
RYAN_KRAFT,20022003,0.0352885124429858
