who,last_active,career_effect,current_effect
PETER_FORSBERG,20102011,0.850673010610091,0
TYLER_TOFFOLI,20132014,0.731575156160704,0.731575156160704
ONDREJ_PALAT,20132014,0.549395426547339,0.549395426547339
BRAD_MARCHAND,20132014,0.444168133007507,0.444168133007507
SIDNEY_CROSBY,20132014,0.415489895535001,0.415489895535001
JOE_THORNTON,20132014,0.411119096286668,0.411119096286668
MARTIN_GELINAS,20072008,0.410113307462247,0
JONATHAN_TOEWS,20132014,0.391051343934498,0.391051343934498
PAVEL_DATSYUK,20132014,0.362266733023632,0.362266733023632
GABRIEL_LANDESKOG,20132014,0.351503844580383,0.351503844580383
ALEXANDER_SEMIN,20132014,0.350369615022968,0.350369615022968
ERIC_FEHR,20132014,0.346900109435641,0.346900109435641
MARIAN_HOSSA,20132014,0.337360189850583,0.337360189850583
DANIEL_ALFREDSSON,20132014,0.335150081129062,0.335150081129062
ZIGMUND_PALFFY,20052006,0.332261418065378,0
LOGAN_COUTURE,20132014,0.331387593303001,0.331387593303001
MARIAN_GABORIK,20132014,0.322351189494371,0.322351189494371
DEREK_MACKENZIE,20132014,0.317269017873889,0.317269017873889
ALEX_OVECHKIN,20132014,0.316508250336385,0.316508250336385
RADIM_VRBATA,20132014,0.30354489857802,0.30354489857802
HENRIK_SEDIN,20132014,0.300029065811531,0.300029065811531
TEEMU_SELANNE,20132014,0.298627220767423,0.298627220767423
RYAN_GETZLAF,20132014,0.292221318479651,0.292221318479651
PATRIC_HORNQVIST,20132014,0.291090268086063,0.291090268086063
PATRICK_ROY,20022003,0.289648746222737,0
MARTIN_HAVLAT,20122013,0.287705811442484,0
LOUI_ERIKSSON,20132014,0.280900840304269,0.280900840304269
DAVID_PERRON,20132014,0.278039124916653,0.278039124916653
GUSTAV_NYQUIST,20132014,0.277567924008894,0.277567924008894
BENOIT_POULIOT,20132014,0.274813851476392,0.274813851476392
ZACH_PARISE,20132014,0.273275388951721,0.273275388951721
ROBERT_LANG,20092010,0.270517358688809,0
LADISLAV_NAGY,20072008,0.270144386621056,0
STEVE_DOWNIE,20132014,0.268277874221891,0.268277874221891
JOE_PAVELSKI,20132014,0.26701822321792,0.26701822321792
MIKKO_KOIVU,20132014,0.264195041628745,0.264195041628745
ANDREI_MARKOV,20132014,0.263782525888374,0.312566305619062
NATHAN_HORTON,20132014,0.263502084269147,0.263502084269147
ALEXANDER_RADULOV,20112012,0.262903083175467,0
JOHAN_FRANZEN,20132014,0.25827476912819,0.25827476912819
MATT_MOULSON,20132014,0.25062066345918,0.25062066345918
CHRIS_PRONGER,20112012,0.250620330774246,0
JASON_ARNOTT,20112012,0.248031073189671,0
JAROMIR_JAGR,20132014,0.241371327093766,0.241371327093766
PATRIK_ELIAS,20132014,0.236782936340523,0.236782936340523
KYLE_WELLWOOD,20122013,0.234087384177003,0
PETR_CAJANEK,20062007,0.233259115688043,0
DANIEL_SEDIN,20132014,0.231867101515294,0.231867101515294
DOMINIK_HASEK,20072008,0.23114651557585,0
LUBOMIR_VISNOVSKY,20132014,0.230408749489167,0.230408749489167
JUSTIN_WILLIAMS,20132014,0.230268929027135,0.230268929027135
CHRIS_SIMON,20072008,0.229459452287064,0
ALEX_TANGUAY,20132014,0.228446875549065,0.228446875549065
CAM_ATKINSON,20132014,0.226420924209677,0.226420924209677
TYLER_KENNEDY,20132014,0.22488394626866,0.22488394626866
HENRIK_ZETTERBERG,20132014,0.224853699733846,0.224853699733846
VINCENT_LECAVALIER,20132014,0.224474047181393,0.224474047181393
ALEX_BURROWS,20132014,0.224026963607389,0.224026963607389
CHRIS_KUNITZ,20132014,0.223999974579547,0.223999974579547
PIERRE-MARC_BOUCHARD,20132014,0.222222586883518,0.222222586883518
STEVE_THOMAS,20032004,0.221114913931611,0
ADAM_HENRIQUE,20132014,0.218907822623012,0.218907822623012
MAREK_MALIK,20082009,0.217924630728615,0
PETER_SCHAEFER,20102011,0.217716580109575,0
ERIK_GUSTAFSSON,20132014,0.216060231748973,0.216060231748973
NICKLAS_LIDSTROM,20112012,0.215501258178133,0
DUSTIN_PENNER,20132014,0.214132268026658,0.223781656524973
T.J._OSHIE,20132014,0.21319412906282,0.21319412906282
TEDDY_PURCELL,20132014,0.212978472753389,0.212978472753389
ANZE_KOPITAR,20132014,0.211461333451925,0.211461333451925
NAZEM_KADRI,20132014,0.210588645404593,0.210588645404593
STEVEN_STAMKOS,20132014,0.208523282095658,0.208523282095658
BOBBY_RYAN,20132014,0.206084364055233,0.206084364055233
DAVID_KREJCI,20132014,0.205750598187915,0.205750598187915
FRANS_NIELSEN,20132014,0.205423468640494,0.205423468640494
MILAN_HEJDUK,20122013,0.204201228112619,0
RYAN_NUGENT-HOPKINS,20132014,0.202062684326218,0.202062684326218
ZDENO_CHARA,20132014,0.201181278925756,0.201181278925756
JOEL_WARD,20132014,0.199811648121273,0.199811648121273
ALEXEI_PONIKAROVSKY,20122013,0.198583545215638,0
