Who,Last Active Year,effect
P.J._STOCK,20022003,0
ROB_ZAMUNER,20032004,0
DAVE_ANDREYCHUK,20052006,0
MATTHEW_BARNABY,20062007,0
DAN_BLACKBURN,20022003,0
PAVEL_BURE,20022003,0
BEN_CLYMER,20062007,0
JASSEN_CULLIMORE,20102011,0
RICO_FATA,20062007,0
RUSLAN_FEDOTENKO,20122013,0
KEVIN_HODSON,20022003,0
DARIUS_KASPARAITIS,20062007,0
SHELDON_KEEFE,20022003,0
BRIAN_LEETCH,20052006,0
SYLVAIN_LEFEBVRE,20022003,0
ERIC_LINDROS,20062007,0
BRAD_LUKOWICH,20102011,0
JAMIE_LUNDMARK,20092010,0
VLADIMIR_MALAKHOV,20052006,0
SANDY_MCCARTHY,20032004,0
MARK_MESSIER,20032004,0
REM_MURRAY,20052006,0
STAN_NECKAR,20032004,0
PETR_NEDVED,20062007,0
KRZYSZTOF_OLIWA,20032004,0
JIMMIE_OLVESTAD,20022003,0
RONALD_PETROVICKY,20062007,0
TOM_POTI,20122013,0
VACLAV_PROSPAL,20122013,0
DALE_PURINTON,20032004,0
BRAD_RICHARDS,20132014,0
MIKE_RICHTER,20022003,0
ANDRE_ROY,20082009,0
CORY_SARICH,20132014,0
MARTIN_ST. LOUIS,20132014,0
DENIS_ARKHIPOV,20062007,0
ERIC_BOGUNIECKI,20052006,0
FRED_BRATHWAITE,20032004,0
GREG_CLASSEN,20022003,0
ANDY_DELMORE,20052006,0
MIKE_EASTWOOD,20032004,0
BRENT_GILCHRIST,20022003,0
BILL_HOULDER,20022003,0
BARRET_JACKMAN,20132014,0
ANDREAS_JOHANSSON,20032004,0
ALEXANDER_KHAVANOV,20052006,0
TOM_KOIVISTO,20022003,0
REED_LOW,20062007,0
AL_MACINNIS,20032004,0
SCOTT_MELLANBY,20062007,0
VLADIMIR_ORSZAGH,20052006,0
DENIS_PEDERSON,20022003,0
SHJON_PODEIN,20022003,0
BRYCE_SALVADOR,20132014,0
MIKE_VAN RYN,20082009,0
CLARKE_WILM,20052006,0
VITALI_YACHMENEV,20022003,0
JASON_YORK,20062007,0
VALERI_BURE,20032004,0
PIERRE_DAGENAIS,20052006,0
BRAD_FERENCE,20062007,0
NIKLAS_HAGMAN,20112012,0
JANI_HURME,20022003,0
STEPHANE_MATTEAU,20022003,0
MARCUS_NILSON,20072008,0
IVAN_NOVOSELTSEV,20032004,0
SANDIS_OZOLINSH,20072008,0
DENIS_SHVIDKI,20022003,0
JEFF_TOMS,20022003,0
IGOR_ULANOV,20052006,0
DMITRY_YUSHKEVICH,20022003,0
DON_SWEENEY,20032004,0
AKI_BERG,20052006,0
YURI_BUTSAYEV,20022003,0
SHAYNE_CORSON,20032004,0
TIE_DOMI,20052006,0
TOM_FITZGERALD,20052006,0
TRAVIS_GREEN,20062007,0
CHRIS_HERPERGER,20022003,0
JONAS_HOGLUND,20022003,0
TREVOR_KIDD,20032004,0
JYRKI_LUMME,20022003,0
ALYN_MCCAULEY,20062007,0
ALEXANDER_MOGILNY,20052006,0
JEFF_ODGERS,20022003,0
KAREL_PILAR,20032004,0
ROBERT_REICHEL,20032004,0
MIKAEL_RENBERG,20032004,0
PER_SVARTVADET,20022003,0
ROBERT_SVEHLA,20022003,0
DARCY_TUCKER,20092010,0
MIKE_WEAVER,20132014,0
CHRIS_MCALLISTER,20032004,0
RADOVAN_SOMIK,20032004,0
BRAD_BOMBARDIR,20032004,0
MATT_BRADLEY,20112012,0
BRAD_BROWN,20032004,0
VINCENT_DAMPHOUSSE,20032004,0
JIM_DOWD,20072008,0
