player,position,beta.goals,beta.corsi,beta.fenwick,ppm.goals,ppm.corsi,ppm.fenwick
CHRIS_VANDEVELDE,C,0,0,0,0,0,0
PATRICK_WIERCIOCH,D,0,0.0419026807731024,0,0,48.1391367173657,0
MARCUS_KRUGER,C,0,0.0565202497730547,0.0768379191107539,0,167.142405958105,166.349096178714
GREG_NEMISZ,R,0,0,0,0,0,0
TOMAS_KUBALIK,R,0,0,0,0,0,0
STEPHANE_DA COSTA,C,-0.0871278716680829,0.109264386903609,0.0669123671736542,-1.87206511198341,49.4475820402563,21.4374158601792
CARSON_MCMILLAN,R,0,0,0.0274928272281294,0,0,2.83158285110995
ANDREY_ZUBAREV,D,0,0,0,0,0,0
JAMIE_DOORNBOSCH,D,0,0,0,0,0,0
DREW_BAGNALL,D,0,0,0,0,0,0
JOE_COLBORNE,C,0,0.0453223530875716,0.0186804487393164,0,30.7459537712522,9.19985347457045
MATT_FRATTIN,R,0,0.0899387597756336,0.0830937385366008,0,131.67153765979,88.8591782533226
ADAM_HENRIQUE,C,0.182663995510485,0.121871071330701,0.130313774028003,27.0504310982344,342.156195077194,271.71076019481
CARL_KLINGBERG,L,0,0,0,0,0,0
ZAC_RINALDO,C,-0.00406800779406771,-0.0595076104716408,-0.120554597812058,-0.170856091730557,-59.7577614646161,-87.8984268491699
SEAN_COUTURIER,C,0,0.160625908578327,0.163550328498074,0,441.815796135495,332.2481978908
MATT_READ,R,0,0.0860743820705595,0.0625567840572336,0,255.698252110003,136.579478996396
RAPHAEL_DIAZ,D,0,0,0.0288470391469065,0,0,49.7144245224009
JAKE_GARDINER,D,0.0513882823344627,0.0133454113046174,-0.0343586548459993,7.57810405769046,42.2242546913461,-81.7999101634949
BRETT_CONNOLLY,R,0,0.0048559052842828,0,0,3.97212271738625,0
JUSTIN_FAULK,D,0,-0.0733852297291345,-0.107267150006249,0,-260.69412195508,-288.540186678908
MIKA_ZIBANEJAD,C,0,0.0413786876419965,0.0129695715490311,0,48.6130219263142,11.4779099299458
CAM_ATKINSON,R,0.290323975810898,0.179734812936454,0.21994507470546,22.9199917400342,275.06298544996,250.388636659265
RYAN_JOHANSEN,C,0,0.178996227781986,0.180281798839975,0,385.15655340781,294.144774595918
DAVID_SAVARD,D,0,-0.0807665603107544,-0.100840839907362,0,-97.4322795627852,-91.3348367788321
CRAIG_SMITH,C,0.0726005661674824,0.180574844820627,0.155365807821792,7.9825563534849,407.804222484663,265.142400079858
MAXIME_MACENAUER,C,0,-0.0178082767072768,0,0,-4.80810764348069,0
DEVANTE_SMITH-PELLY,R,0,-0.0104661570522915,-0.0101059958647821,0,-8.39378133453357,-6.13428728152569
BRANDON_SAAD,L,0.294717575307716,0.307028068036575,0.246924680815059,31.3084906956175,624.052426049558,373.184370714219
TIM_ERIXON,D,0,-0.156537376767679,-0.196126039818383,0,-96.8554758407048,-90.7118960917733
ADAM_LARSSON,D,0,-0.0648285454535985,-0.160280247973103,0,-118.270676608978,-219.274994046902
ERIK_GUDBRANSON,D,-0.311167380948357,-0.162542510740253,-0.156756961063719,-30.4050509099222,-344.157818491038,-251.863170958341
BRETT_BULMER,R,0,0,0,0,0,0
GABRIEL_LANDESKOG,L,0.32153988237562,0.196501306799936,0.205412151422942,54.6738483390455,671.74113958873,524.116221776624
ROMAN_HORAK,L,0,-0.0925291242134798,-0.07246443898147,0,-72.4448889473774,-41.7936943380325
ALEXEI_EMELIN,D,-0.153277875114755,-0.0762753711461095,-0.0795893424542259,-19.8872029962465,-227.342945289658,-169.873378884353
MARK_SCHEIFELE,C,0,0.0214119774040188,0.0108357744907552,0,18.1673687289485,6.82647113569457
ANTON_LANDER,C,0,0,0,0,0,0
RYAN_NUGENT-HOPKINS,C,0.248375647285114,0.062057663520205,0.10857062179188,40.2783771201907,175.318695783625,232.330099233514
DAVID_RUNDBLAD,D,-0.244333889051876,0.0405109434413427,0,-8.26626905377724,30.5005692255376,0
MATTIAS_EKHOLM,D,0,0,0,0,0,0
LENNART_PETRELL,C,0,-0.199236877667074,-0.0865467742688782,0,-166.608971419379,-50.98750124303
KEITH_KINKAID,G,0,0,0,0,0,0
HARRY_ZOLNIERCZYK,L,0,0,0,0,0,0
SLAVA_VOYNOV,D,0.125076026516088,0.109816776772404,0,22.984033146905,486.109706948819,0
BRACKEN_KEARNS,C,0,0,0,0,0,0
ALLEN_YORK,G,0,0,0.0793191025137894,0,0,23.3075974022572
ANDY_MIELE,C,0,0,0,0,0,0
PATRICK_MAROON,L,0,0,0,0,0,0
CODY_EAKIN,C,0,0.0652454901484539,0.0151203156460768,0,113.389062952449,19.3536353030117
GUSTAV_NYQUIST,C,0.351130442534718,0.229645328307141,0.183026092748361,19.6375200006845,306.150819983529,187.171053012675
COLTEN_TEUBERT,D,0,0,-0.000138811780892155,0,0,-0.0303997799666305
COREY_TROPP,R,0,-0.0179681386686577,0,0,-10.3314017747687,0
PETER_HOLLAND,C,0,0,0,0,0,0
ROBERT_BORTUZZO,D,0,-0.00836104863831559,-0.012440385491321,0,-6.8434784431774,-7.60719761868097
EDDIE_LACK,G,0,0,0,0,0,0
KRIS_FREDHEIM,D,0,0,0,0,0,0
BRENDAN_SMITH,D,0,0,-0.0205743908637927,0,0,-30.1712799033842
ANDERS_NILSSON,G,0,-0.0125248868018547,0,0,-10.1888622173874,0
MARC-ANDRE_BOURDON,D,0,0,0,0,0,0
KEVIN_MARSHALL,D,0,0,-0.0121242268563246,0,0,-0.794127131262412
DAVID_ULLSTROM,L,0,0.106370814863978,0.0882930299691326,0,48.9376258595876,29.6913184737501
DMITRY_ORLOV,D,0,-0.0384892676819653,-0.032455662233113,0,-58.0923781240493,-36.006396631592
T.J._BRENNAN,D,0,-0.000759230056014788,-0.0266691892702014,0,-0.447566096521469,-12.1870971700507
CARL_HAGELIN,L,0.155014452141213,0.203645562274859,0.226856097355354,21.2719081440852,677.429335069479,550.941256481205
ZACK_KASSIAN,R,0,0,0,0,0,0
STEFAN_ELLIOTT,D,0,0,-0.0146035905417554,0,0,-9.87185176359592
BRAYDEN_MCNABB,D,0,0,-0.0375826384487113,0,0,-14.617925800536
ROMAN_JOSI,D,0,-0.0436622739183328,-0.0192150665863668,0,-139.435152068939,-45.6535935374941
DAVID_MCINTYRE,C,0,0,0,0,0,0
CADE_FAIRCHILD,D,0,0,0,0,0,0
LOUIS_LEBLANC,C,0,0,0,0,0,0
SIMON_DESPRES,D,0.266411564692726,0.0675144877423969,0.0581289232922676,11.7856893864623,70.0534304670284,44.6013904309384
JOE_FINLEY,D,0,-0.226587240235179,-0.280164614888234,0,-42.6426983382599,-37.0200610973666
LELAND_IRVING,G,0,-0.114885180829266,-0.0938890981100235,0,-66.5028329917039,-40.9525121556745
MIKE_MURPHY,G,0,0,0,0,0,0
BILL_SWEATT,L,0,0,0,0,0,0
BRAD_MALONE,C,0,0,0,0,0,0
CALVIN_DE HAAN,D,0,0.0364117334068066,0.0421942963028346,0,22.2997229917516,18.6049244649494
CARL_SNEEP,D,0,0,0,0,0,0
JAROD_PALMER,C,0,0,0,0,0,0
GREG_RALLO,C,0,0,0,0,0,0
STU_BICKEL,D,0,-0.152655635661913,-0.0492839490611822,0,-89.5876040945125,-20.7197068954692
MARCUS_FOLIGNO,L,0,0.116927666140217,0.116925025835163,0,169.118620866228,126.544128065682
RILEY_NASH,C,0,0.128981276341309,0.0914792662884806,0,135.178497093626,72.1268489178929
MIKE_HOFFMAN,C,0,0.0971777630288592,0.0611609542087597,0,20.4398363191591,9.90498717327174
