NAME|X0203US|X0304US|X0506US|X0607US|X0708US|X0809US|X0910US|X1011US|X1112US|TOTAL
Derek Armstrong|0|0.5|0.76|0.76|1.4|1.6|0|0|0|5.02
David Moss|0|0|0|0|0.525|0.575|1.3|1.3|1.3|5
Jason Wiemer|1.475|1.6225|0.95|0.95|0|0|0|0|0|4.9975
Daniel Paille|0|0|0|0|0.5852|0.9|1.35|1|1.15|4.9852
Dan Hinote|0.6|0.7|0.64372|1|1|1|0|0|0|4.94372
Todd Fedoruk|0.5|0.6|0.45|0.45|0.875|1|1.05|0|0|4.925
Craig Adams|0.315|0.5|0.465|0.6|0.6|0.6|0.55|0.55|0.725|4.905
Eric Boulton|0.4|0.55|0.5|0.5|0.525|0.6|0.6|0.65|0.575|4.9
Igor Ulanov|2|2|0.9|0|0|0|0|0|0|4.9
T.J. Oshie|0|0|0|0|0|0.85|0.85|0.85|2.35|4.9
Wade Belak|0.77|0.85|0.665|0.675|0.625|0.65|0.65|0|0|4.885
Eric Nystrom|0|0|0|0|0.693462|0.6|0.775|1.4|1.4|4.868462
Lukas Krajicek|0|0|0.551|0.625|1.1|1.1|1.475|0|0|4.851
David Aebischer|0.5|0.55|1.9|1.9|0|0|0|0|0|4.85
Felix Potvin|3.55|1.3|0|0|0|0|0|0|0|4.85
Mike Weaver|0|0|0.45|0.5|0.6|0.7|0.8|0.9|0.9|4.85
Jonathan Quick|0|0|0|0|0|0.55|0.57|1.9|1.8|4.82
Brett Lebda|0|0|0|0.55|0.55|0.65|0.85|1.5|0.7|4.8
Jakub Voracek|0|0|0|0|0|0.875|0.875|0.7875|2.25|4.7875
Ben Eager|0|0|0|0.646|0.55|0.65|0.965|0.965|1|4.776
Niklas Sundstrom|1.8|1.95|0.988|0|0|0|0|0|0|4.738
Shawn Bates|0.55|0.9|0.8778|1.2|1.2|0|0|0|0|4.7278
Gregory Campbell|0|0|0|0.475|0.525|0.725|0.8|1|1.2|4.725
David Jones|0|0|0|0|0|0.55|0.825|0.85|2.5|4.725
Boyd Devereaux|1.4|1.6|0.57|0|0.55|0.6|0|0|0|4.72
Fredrik Sjostrom|0|0|0.817|0.75|0.8|0.84|0.75|0.75|0|4.707
Roman Polak|0|0|0|0|0|0.475|1|1.2|2|4.675
George Parros|0|0|0.45|0.45|0.525|0.575|0.875|0.875|0.875|4.625
Zach Bogosian|0|0|0|0|0|0.875|0.875|0.875|2|4.625
Ossi Vaananen|0.775|0.9|0.95|0.9975|0|1|0|0|0|4.6225
Erik Christensen|0|0|0|0.488|0.75|0.75|0.75|0.925|0.925|4.588
Tyler Kennedy|0|0|0|0|0.55|0.55|0.6|0.85|2|4.55
Blake Comeau|0|0|0|0|0|0.735|0.5|0.8|2.5|4.535
Branislav Mezei|1.025|0.825|1.026|0.8|0.85|0|0|0|0|4.526
Daniel Tjarnqvist|0.65|0.8|0.7|1.625|0|0.75|0|0|0|4.525
Jonathan Sim|0|0.45|0.45|0.61|1|1|1|0|0|4.51
Scott Clemmensen|0|0|0.45|0.45|0|0|1|1.1|1.5|4.5
Jyrki Lumme|2.75|1.75|0|0|0|0|0|0|0|4.5
Jason York|2|2|0|0.5|0|0|0|0|0|4.5
Josh Harding|0|0|0|0|0.7|0.75|1.1|1.2|0.75|4.5
Kevin Klein|0|0|0|0|0.5|0.5|0.8|1.35|1.35|4.5
Matt Gilroy|0|0|0|0|0|0|1.4|2.1|1|4.5
Jan Hrdina|1.25|2.2|1|0|0|0|0|0|0|4.45
Kyle Brodziak|0|0|0|0|0.495|0.5|1.05|1.1|1.3|4.445
Nick Foligno|0|0|0|0|0.585|0.66|0.785|0.85|1.55|4.43
Chad Kilger|1.12736|0.8|0.475|1.2|0.8|0|0|0|0|4.40236
Ryan Jones|0|0|0|0|0|0.92026|0.975|0.975|1.5|4.37026
Adam Burish|0|0|0|0|0.575|0.7|0.725|1|1.3|4.3
Steve Downie|0|0|0|0|0|0|0.6|1.8|1.9|4.3
Jan Bulis|0.75|1.15|1.062|1.3|0|0|0|0|0|4.262
Stephane Veilleux|0.48|0|0.495|0.55|0.595|0.8625|0.75|0|0.525|4.2575
Travis Green|1.5|1.6|0.65|0.5|0|0|0|0|0|4.25
Randy Mckay|2.125|2.125|0|0|0|0|0|0|0|4.25
Brad Winchester|0|0|0.45|0.5|0.475|0.6|0.8|0.7|0.725|4.25
Johnny Boychuk|0|0|0|0|0|0|0.5|1.75|2|4.25
Blair Betts|0|0|0.5|0.55|0.615|0.615|0.55|0.7|0.7|4.23
Mikael Renberg|2|2.2|0|0|0|0|0|0|0|4.2
Tuukka Rask|0|0|0|0|0.85|0|0.85|1|1.5|4.2
Daniel Carcillo|0|0|0|0|0.525|0.85|0.9375|1.075|0.775|4.1625
Lauri Korpikoski|0|0|0|0|0|0.9842|0.65|0.75|1.75|4.1342
Max Pacioretty|0|0|0|0|0|0.875|0.875|0.875|1.5|4.125
Semyon Varlamov|0|0|0|0|0|0|0.85|0.765|2.5|4.115
Patrik Stefan|1|1.15|1.064|0.9|0|0|0|0|0|4.114
Greg Johnson|1.5|1.6|1|0|0|0|0|0|0|4.1
Karel Rachunek|0|0.9|0|1.8|1.4|0|0|0|0|4.1
Jason Strudwick|0.5|0.55|0.475|0|0.5|0.65|0.7|0.725|0|4.1
Corey Crawford|0|0|0|0|0|0|0|0.85|3.25|4.1
James Sheppard|0|0|0|0|0.85|0.85|0.85|0.80325|0.725|4.07825
Joe Juneau|2.025|2.025|0|0|0|0|0|0|0|4.05
Petr Cajanek|0.7|0.8|0.836|1.7|0|0|0|0|0|4.036
Adam Mair|0.4|0.483|0.45|0.675|0.75|0.75|0|0.515|0|4.023
Colton Orr|0|0|0.45|0.495|0.525|0.55|1|1|0|4.02
Vaclav Varada|1.3|1.5|1.216|0|0|0|0|0|0|4.016
Scott Lachance|2|2|0|0|0|0|0|0|0|4
Curtis Leschyshyn|2|2|0|0|0|0|0|0|0|4
Robert Zamuner|2|2|0|0|0|0|0|0|0|4
David Steckel|0|0|0|0|0.525|0.5|0.725|1.1|1.1|3.95
David Tanabe|0.55|0.9|0.95|0.9|0.6|0|0|0|0|3.9
Adam Pardy|0|0|0|0|0|0.5|0.7|0.7|2|3.9
Jeff Woywitka|0|0|0.57|0.627|0|0.725|0.6|0.7|0.65|3.872
Maxim Lapierre|0|0|0|0.5625|0|0.575|0.8|0.9|1|3.8375
Josef Melichar|0.65|0.7|0.7|0.75|0|1|0|0|0|3.8
Josef Vasicek|0.35|0.385|1|1.3|0.75|0|0|0|0|3.785
Grant Marshall|1.4|1.6|0.76|0|0|0|0|0|0|3.76
Marc-Antoine Pouliot|0|0|0|0.9424|0|0.725|0.925|0.55|0.605|3.7474
Ryan O'Byrne|0|0|0|0|0|0|0.725|1.4|1.6|3.725
Patrik Berglund|0|0|0|0|0|0.85|0|0.765|2.1|3.715
Turner Stevenson|1.1|1.35|1.254|0|0|0|0|0|0|3.704
Vladimir Sobotka|0|0|0|0|0.55|0.575|0.625|0.75|1.2|3.7
Jerred Smithson|0|0.44|0|0.45|0.475|0|0.75|0.775|0.8|3.69
Jimmy Howard|0|0|0.64|0|0|0|0|0.8|2.25|3.69
Cal Clutterbuck|0|0|0|0|0|0.5575|0.6225|1|1.5|3.68
Bruno Gervais|0|0|0|0.45|0.475|0.5225|0.8|0.9|0.525|3.6725
Aki-Petteri Berg|1.2|1.4|1.064|0|0|0|0|0|0|3.664
Lyle Odelein|2.5|0.65|0.5|0|0|0|0|0|0|3.65
Stephane Quintal|2.15|1.5|0|0|0|0|0|0|0|3.65
Mark Fistric|0|0|0|0|0|0.65|0.75|1|1.25|3.65
Chris Thorburn|0|0|0|0.45|0.485|0.535|0.63|0.69|0.85|3.64
Denis Arkhipov|0.675|1|1.064|0.9|0|0|0|0|0|3.639
Trevor Letowski|0.75|0.725|0.551|0.8|0.8|0|0|0|0|3.626
Christoph Schubert|0|0|0.45|0.525|0.85|0.9|0.9|0|0|3.625
Shawn Thornton|0|0|0|0.45|0.5|0.5|0.55|0.825|0.8|3.625
Brad Richardson|0|0|0|0.55|0|0.575|0.6|0.9|1|3.625
Rich Peverley|0|0|0|0|0|0.475|0.5|1.25|1.4|3.625
Cody McLeod|0|0|0|0|0|0.5225|0.9|1|1.2|3.6225
Mike Mottau|0|0|0|0|0.475|0.75|0.775|0.65|0.95|3.6
Jonas Gustavsson|0|0|0|0|0|0|0.9|1.3|1.4|3.6
Eric Godard|0|0.4|0.45|0|0.475|0.725|0.75|0.775|0|3.575
Kyle Chipchura|0|0|0|0|0.9842|0.86|0.5|0.65|0.55|3.5442
Daniel Winnik|0|0|0|0|0.525|0.51|0.6|0.9|1|3.535
Mike Brown|0.66|0|0|0|0.5|0.5225|0.5|0.575|0.76|3.5175
Anton Stralman|0|0|0|0|0|0|0.665|1.95|0.9|3.515
Kevyn Adams|0.7|0.7|0.725|0.725|0.65|0|0|0|0|3.5
Byron Dafoe|0|3.5|0|0|0|0|0|0|0|3.5
Mike Keane|1.5|2|0|0|0|0|0|0|0|3.5
Marty Mcinnis|1.75|1.75|0|0|0|0|0|0|0|3.5
Glen Metropolit|0.5|0|0|0.5|0.5|1|1|0|0|3.5
Adam Oates|3.5|0|0|0|0|0|0|0|0|3.5
Todd Simpson|1.4|1.5|0.6|0|0|0|0|0|0|3.5
Colin Fraser|0|0|0|0|0.65|0.5|0.7|0.825|0.825|3.5
Artem Anisimov|0|0|0|0|0|0|0.85|0.765|1.875|3.49
Jannik Hansen|0|0|0|0|0|0.5|0.55|0.825|1.6|3.475
Kyle Okposo|0|0|0|0|0|0.85|0.85|0.765|1|3.465
Cale Hulse|1.21|1.1|1.14|0|0|0|0|0|0|3.45
Matt Pettinger|0|0|0.45|0.9|1|1.1|0|0|0|3.45
Mike Leclerc|0.9|1.4|1.14|0|0|0|0|0|0|3.44
Josh Bailey|0|0|0|0|0|0.875|0.875|0.875|0.8|3.425
Steve Mccarthy|0|1.1275|0.76|0.775|0.725|0|0|0|0|3.3875
Branko Radivojevic|0.725|0.825|0.55176|0.6|0.68|0|0|0|0|3.38176
Jan Hlavac|1.65|1|0|0|0.7|0|0|0|0|3.35
Petteri Nokelainen|0|0|0.9842|0|0.9842|0.8|0|0|0.55|3.3184
Krys Barch|0|0|0|0|0.475|0.575|0.575|0.825|0.85|3.3
Niko Kapanen|0.65|0.5|0.45|0.8|0.9|0|0|0|0|3.3
Brian Willsie|0|0.55|0.45|0.8|0.9|0.6|0|0|0|3.3
Jamie Lundmark|0.5125|1.025|0.55|0.6|0|0.6|0|0|0|3.2875
Freddy Meyer|0|0|0.45|0.525|0.525|0.575|0.6|0.6|0|3.275
Garth Snow|1.2|1.313|0.75|0|0|0|0|0|0|3.263
Benoit Pouliot|0|0|0|0|0|0|0.80325|1.35|1.1|3.25325
Paul Ranger|0|0|0|0.45|0.75|0.95|1.1|0|0|3.25
Brandon Sutter|0|0|0|0|0|0.875|0|0.875|1.5|3.25
Andy Greene|0|0|0|0|0|0|0|0.75|2.5|3.25
Brandon Crombeen|0|0|0|0|0|0.55|0.86|0.885|0.95|3.245
Cam Janssen|0|0|0|0.45|0.55|0.55|0.55|0.6|0.525|3.225
Raitis Ivanans|0|0|0.488|0.45|0.475|0.6|0.6|0.6|0|3.213
Kris Beech|0|1.025|0.899745|0.7|0.585|0|0|0|0|3.209745
Dave Andreychuk|0.85|1.55|0.8|0|0|0|0|0|0|3.2
Adam Graves|3.2|0|0|0|0|0|0|0|0|3.2
Brad Marchand|0|0|0|0|0|0|0.585|0.6|2|3.185
Tim Taylor|1.6|0.85|0.725|0|0|0|0|0|0|3.175
Wayne Simmonds|0|0|0|0|0|0.56|0.585|0.525|1.5|3.17
Magnus Arvedson|1.65|1.5|0|0|0|0|0|0|0|3.15
Ondrej Pavelec|0|0|0|0|0|0|0.85|1|1.3|3.15
Todd Harvey|1.3|1.3|0.5282|0|0|0|0|0|0|3.1282
Oleg Saprykin|0|1|1.064|1.064|0|0|0|0|0|3.128
Brandon Prust|0|0|0|0.525|0|0.475|0.525|0.8|0.8|3.125
Jared Boll|0|0|0|0|0.545|0.57|0.55|0.7|0.75|3.115
Mariusz Czerkawski|2.6|0|0.5|0|0|0|0|0|0|3.1
Karl Dykhuis|1.5|1.6|0|0|0|0|0|0|0|3.1
Toby Petersen|0|0|0|0.45|0|0.55|0.55|0.75|0.8|3.1
Teddy Purcell|0|0|0|0|0|0|0|0.75|2.35|3.1
Tyson Nash|1.175|1.2925|0.608|0|0|0|0|0|0|3.0755
Stanislav Chistov|1.13|1.13|0|0.8|0|0|0|0|0|3.06
Robert Esche|0.5|0.56|1|1|0|0|0|0|0|3.06
Alexander Svitov|1.13|1.13|0|0.8|0|0|0|0|0|3.06
Matt D'Agostini|0|0|0|0|0|0.508|0.5|0.55|1.5|3.058
Brian Elliott|0|0|0|0|0|0.75772|0.8|0.9|0.6|3.05772
Brad Werenka|1.5|1.55|0|0|0|0|0|0|0|3.05
Sergei Kostitsyn|0|0|0|0|0|0|0|0.55|2.5|3.05
Nathan Paetsch|0|0|0|0.495|0.7|0.8|1.05|0|0|3.045
Marcel Hossa|0|1.075|0.5852|0.6|0.78|0|0|0|0|3.0402
Jonathan Girard|0.99|1.089|0.956|0|0|0|0|0|0|3.035
Antti Laaksonen|0.75|0.95|0.646|0.684|0|0|0|0|0|3.03
Chris Butler|0|0|0|0|0|0.56|0.585|0.585|1.3|3.03
Randy Robitaille|0.82|0.5|0.475|0.6|0.625|0|0|0|0|3.02
Ben Clymer|0.715|0.79|0.6625|0.85|0|0|0|0|0|3.0175
Igor Larionov|1.5|1.5|0|0|0|0|0|0|0|3
Sheldon Brookbank|0|0|0|0|0.5|0.5|0.5|0.7|0.8|3
Ville Peltonen|0|0|0|0.795|1|1.2|0|0|0|2.995
Darren Helm|0|0|0|0|0|0.63|0.5|0.825|1|2.955
Luca Sbisa|0|0|0|0|0|0|0.875|0.875|1.2|2.95
Jed Ortmeyer|0|0|0.5016|0.55176|0.75|0|0.55|0|0.585|2.93836
Jani Hurme|0.85|1.1|0.988|0|0|0|0|0|0|2.938
Ryan Shannon|0|0|0|0.4775|0|0.605|0.6|0.625|0.625|2.9325
Steve Shields|1.2|1.2|0.525|0|0|0|0|0|0|2.925
Bates Battaglia|0.85|0.935|0|0.5|0.625|0|0|0|0|2.91
Brett Mclean|0|0|0.45|0.75|1.7|0|0|0|0|2.9
Brad Ference|0.975|1.32|0.6|0|0|0|0|0|0|2.895
Nolan Pratt|0.65|0.425|0.625|0.625|0.55|0|0|0|0|2.875
Scott Parker|0.57475|0.665|0.5852|0.575|0.475|0|0|0|0|2.87495
Espen Knutsen|1.35|1.5|0|0|0|0|0|0|0|2.85
Radoslav Suchy|0.6|1.1|1.14|0|0|0|0|0|0|2.84
Patrick Kaleta|0|0|0|0|0|0.5|0.5225|0.86|0.955|2.8375
Eric Cairns|0.75|0.9|0.589|0.589|0|0|0|0|0|2.828
Jussi Markkanen|0.4625|0.6425|0.85|0.85|0|0|0|0|0|2.805
Jim Dowd|0.75|0.575|0.525|0.45|0.5|0|0|0|0|2.8
Joey MacDonald|0|0|0|0.55|0|0.5|0.65|0.55|0.55|2.8
Jeff Cowan|0.475|0.525|0.532|0.532|0.725|0|0|0|0|2.789
Josh Green|0.7986|0.45|0.5|0.45|0|0|0|0.575|0|2.7736
Michal Neuvirth|0|0|0|0|0|0.85|0|0.765|1.15|2.765
Alexei Semenov|0|0.7|0.76|0|0.65|0.65|0|0|0|2.76
James Reimer|0|0|0|0|0|0|0|0.555|2.2|2.755
Damian Rhodes|2.75|0|0|0|0|0|0|0|0|2.75
Richard Smehlik|2.75|0|0|0|0|0|0|0|0|2.75
Dimitri Yushkevich|2.75|0|0|0|0|0|0|0|0|2.75
Alexandre Picard|0|0|0|0.55|0|0.75|0.85|0.6|0|2.75
Mikkel Boedker|0|0|0|0|0|0.875|0|0.875|1|2.75
Pasi Nurminen|0.63|1.1|1|0|0|0|0|0|0|2.73
Oleg Kvasha|0.75|0.8|1.178|0|0|0|0|0|0|2.728
Pascal Leclaire|0|0|0.627|0.7|1.4|0|0|0|0|2.727
Darroll Powe|0|0|0|0|0|0.5075|0.5325|0.725|0.95|2.715
Milan Hnilicka|1.25|1.45|0|0|0|0|0|0|0|2.7
Dmitry Kulikov|0|0|0|0|0|0|0.9|0.9|0.9|2.7
Evander Kane|0|0|0|0|0|0|0.9|0.9|0.9|2.7
John Tavares|0|0|0|0|0|0|0.9|0.9|0.9|2.7
Matt Duchene|0|0|0|0|0|0|0.9|0.9|0.9|2.7
Victor Hedman|0|0|0|0|0|0|0.9|0.9|0.9|2.7
Tyler Wright|0.85|0.9|0.947132|0|0|0|0|0|0|2.697132
Krys Kolanos|1.075|1.075|0.5434|0|0|0|0|0|0|2.6934
Erik Rasmussen|1.1|0.6|0.532|0.45|0|0|0|0|0|2.682
Jason Ward|0|0.75|0.625|0.65|0.65|0|0|0|0|2.675
Brendan Mikkelson|0|0|0|0|0|0.635|0.625|0.6875|0.721875|2.669375
Alexander Radulov|0|0|0|0.9842|0.68894|0|0|0|0.9842|2.65734
Michael Zigomanis|0|0.45|0.45|0.45|0.65|0.65|0|0|0|2.65
David Koci|0|0|0.45|0|0.525|0.525|0.575|0.575|0|2.65
Brian Boyle|0|0|0|0|0|0|0.5|0.55|1.6|2.65
Alexander Sulzer|0|0|0|0|0|0.64|0.6|0.7|0.7|2.64
Ryan O'Reilly|0|0|0|0|0|0|0.84|0.9|0.9|2.64
Mikael Tellqvist|0|0|0.45|0.589|0.8|0.8|0|0|0|2.639
Ryan Carter|0|0|0|0|0|0.525|0.625|0.725|0.75|2.625
Nate Thompson|0|0|0|0|0|0.5|0.55|0.625|0.95|2.625
Colin Wilson|0|0|0|0|0|0|0.875|0.875|0.875|2.625
Erik Karlsson|0|0|0|0|0|0|0.875|0.875|0.875|2.625
James Van Riemsdyk|0|0|0|0|0|0|0.875|0.875|0.875|2.625
Tyler Myers|0|0|0|0|0|0|0.875|0.875|0.875|2.625
Peter Regin|0|0|0|0|0|0|0.62|0.95|1.05|2.62
Mark Smith|0.4675|0.5|0.45|0.7|0.4875|0|0|0|0|2.605
Andreas Dackell|1.2|1.4|0|0|0|0|0|0|0|2.6
Sylvain Lefebvre|2.6|0|0|0|0|0|0|0|0|2.6
Alexei Morozov|1.1|1.5|0|0|0|0|0|0|0|2.6
Jesse Winchester|0|0|0|0|0|0.525|0.575|0.75|0.75|2.6
Duvie Westcott|0|0.475|0.5|0.5|1.1|0|0|0|0|2.575
Jack Hillen|0|0|0|0|0|0.875|0.5|0.55|0.65|2.575
Aaron Rome|0|0|0|0|0|0.5445|0.525|0.7|0.8|2.5695
Rob Dimaio|0.8|0.8|0.4575|0.5|0|0|0|0|0|2.5575
Rick Rypien|0|0|0|0.46|0.475|0.5225|0.525|0.575|0|2.5575
Alexander Khavanov|0|1.3|1.25|0|0|0|0|0|0|2.55
Ville Nieminen|0.55|0.6|0.7|0.7|0|0|0|0|0|2.55
Brad Larsen|0.5|0|0.485|0.485|0.51|0.56|0|0|0|2.54
Aaron Johnson|0|0|0|0.45|0.475|0.525|0.54|0|0.55|2.54
David Hale|0|0|0|0.55|0.59|0.675|0.725|0|0|2.54
Alex Pietrangelo|0|0|0|0|0|0|0.875|0.875|0.7875|2.5375
Michael Grabner|0|0|0|0|0|0|0.765|0.765|1|2.53
Marc Chouinard|0.375|0.4|0.65|1.1|0|0|0|0|0|2.525
Phil Housley|2.5|0|0|0|0|0|0|0|0|2.5
Oleg Petrov|1.2|1.3|0|0|0|0|0|0|0|2.5
Rob Davison|0|0.45|0.45|0.495|0.525|0.56|0|0|0|2.48
Ole-Kristian Tollefsen|0|0|0|0.526|0.6|0.75|0.6|0|0|2.476
Tyler Bozak|0|0|0|0|0|0|0|0.875|1.6|2.475
Andrew Peters|0|0|0.45|0.46|0.5|0.55|0.5|0|0|2.46
Shayne Corson|2.45|0|0|0|0|0|0|0|0|2.45
Doug Janik|0|0|0|0.45|0.475|0.5|0|0.5|0.525|2.45
Andy Hilbert|0|0|0|0.45|0.65|0.7|0.65|0|0|2.45
Pavel Brendl|0.5125|1.025|0.899745|0|0|0|0|0|0|2.437245
Hannu Toivonen|0|0|0.8189|0.532|0.532|0|0|0.55|0|2.4329
Jason Marshall|0.975|1|0.45|0|0|0|0|0|0|2.425
Lasse Kukkonen|0|0|0|0.675|0.85|0.9|0|0|0|2.425
Aaron Downey|0.45|0.5|0.45|0.475|0.525|0|0|0|0|2.4
Jeff Finley|1|1.4|0|0|0|0|0|0|0|2.4
Yannick Tremblay|0.9|1.05|0|0.45|0|0|0|0|0|2.4
Viktor Stalberg|0|0|0|0|0|0|0.715|0.785|0.9|2.4
Mike Lundin|0|0|0|0|0.6375|0|0|0.75|1|2.3875
Francis Lessard|0.425|0.45|0.45|0|0|0|0.5|0.55|0|2.375
Jean-Sebastien Aubin|0.82|0|0.5|0.525|0.525|0|0|0|0|2.37
Danny Markov|0|0|2.356|0|0|0|0|0|0|2.356
Andy Delmore|0.9|1|0.45|0|0|0|0|0|0|2.35
Don Sweeney|1.8|0.55|0|0|0|0|0|0|0|2.35
Jason Woolley|1.425|0.925|0|0|0|0|0|0|0|2.35
Fabian Brunnstrom|0|0|0|0|0|0.875|0.875|0|0.6|2.35
Ryan Wilson|0|0|0|0|0|0|0.53|0.53|1.275|2.335
Tom Fitzgerald|0.95|0.9|0.475|0|0|0|0|0|0|2.325
Trevor Lewis|0|0|0|0|0|0|0.765|0.80325|0.75|2.31825
Brian Holzinger|1.25|1.05|0|0|0|0|0|0|0|2.3
Paul Laus|1.1|1.2|0|0|0|0|0|0|0|2.3
Peter Harrold|0|0|0|0|0|0.65|0.55|0.55|0.55|2.3
Justin Abdelkader|0|0|0|0|0|0|0.71|0.75|0.825|2.285
Jack Skille|0|0|0|0|0|0.85|0|0.6|0.825|2.275
Jean-Francois Jacques|0|0|0|0.6|0|0.5|0.55|0.615|0|2.265
Dan Blackburn|1.13|1.13|0|0|0|0|0|0|0|2.26
Steve Heinze|0|2.25|0|0|0|0|0|0|0|2.25
Chris Tamer|1.15|1.1|0|0|0|0|0|0|0|2.25
Sergei Zholtok|1.025|1.225|0|0|0|0|0|0|0|2.25
Tim Jackman|0|0|0|0|0|0.6|0.55|0.55|0.55|2.25
Jamie Mclennan|0.5|0.65|0.513|0.575|0|0|0|0|0|2.238
Doug Gilmour|2.225|0|0|0|0|0|0|0|0|2.225
Alex Henry|0.55|0.605|0.57|0|0|0|0.5|0|0|2.225
Rem Murray|1.225|1|0|0|0|0|0|0|0|2.225
Matt Johnson|1.05875|1.165|0|0|0|0|0|0|0|2.22375
Jason Demers|0|0|0|0|0|0|0.535|0.58|1.1|2.215
Sergei Berezin|2.2|0|0|0|0|0|0|0|0|2.2
Joe Dipenta|0|0.55|0.45|0.5|0.7|0|0|0|0|2.2
Calle Johansson|2.2|0|0|0|0|0|0|0|0|2.2
Claude Lapointe|1.2|1|0|0|0|0|0|0|0|2.2
Janne Laukkanen|1.6|0.6|0|0|0|0|0|0|0|2.2
Petteri Nummelin|0|0|0|1|1.2|0|0|0|0|2.2
Mattias Timander|1|1.2|0|0|0|0|0|0|0|2.2
Nils Ekman|0|0|1.1|1.1|0|0|0|0|0|2.2
Mike Santorelli|0|0|0|0|0|0|0|0.6|1.6|2.2
Rod Pelley|0|0|0|0|0.5225|0|0.575|0.525|0.575|2.1975
Jonas Hoglund|1.54|0.65|0|0|0|0|0|0|0|2.19
Kyle Cumiskey|0|0|0|0|0.5125|0.475|0.525|0.675|0|2.1875
Krzysztof Oliwa|0.85|0.5|0.836|0|0|0|0|0|0|2.186
Theo Peckham|0|0|0|0|0|0.56|0|0.55|1.075|2.185
Ville Koistinen|0|0|0|0|0.475|0.7|1|0|0|2.175
Curtis McElhinney|0|0|0|0|0.605|0.5|0.5|0.57|0|2.175
Steve MacIntyre|0|0|0|0|0|0.525|0.55|0.5|0.6|2.175
Karl Alzner|0|0|0|0|0|0|0|0.875|1.3|2.175
Denis Shvidki|1.025|1.1275|0|0|0|0|0|0|0|2.1525
Alexei Smirnov|1.075|1.075|0|0|0|0|0|0|0|2.15
Richard Jackman|0|0.58564|0.76|0.8|0|0|0|0|0|2.14564
Vladimir Orszagh|0.55|0.7|0|0.875|0|0|0|0|0|2.125
Cody Franson|0|0|0|0|0|0|0.525|0.8|0.8|2.125
Ryan Craig|0|0|0|0.495|0.85|0.775|0|0|0|2.12
T.J. Hensick|0|0|0|0|0.585|0.685|0.85|0|0|2.12
Tom Wandell|0|0|0|0|0|0|0.56|0.7|0.85|2.11
Anders Eriksson|0|0|0|0.6|1.5|0|0|0|0|2.1
Ivan Majesky|0.45|0.85|0.8|0|0|0|0|0|0|2.1
Sandy Mccarthy|1.3|0.8|0|0|0|0|0|0|0|2.1
Dan Fritsche|0|0|0|0.475|0.75|0.875|0|0|0|2.1
Mathieu Roy|0|0|0|0.475|0.5|0|0.525|0.6|0|2.1
Aaron Voros|0|0|0|0|0|1.2|0.9|0|0|2.1
Andrew Ebbett|0|0|0|0|0|0.475|0.5|0.6|0.525|2.1
Frans Nielsen|0|0|0|0|0|0.5|0.5|0.55|0.55|2.1
Sami Lepisto|0|0|0|0|0|0|0.55|0.8|0.75|2.1
Nathan Gerbe|0|0|0|0|0|0|0|0.85|1.25|2.1
Stephen Valiquette|0|0|0|0|0.635|0.725|0.725|0|0|2.085
Chris Conner|0|0|0|0|0.475|0.5|0|0.55|0.55|2.075
Alexandre Daigle|0.7|0.5|0.85|0|0|0|0|0|0|2.05
Byron Ritchie|0|0.475|0.45|0.45|0.675|0|0|0|0|2.05
Byron Bitz|0|0|0|0|0|0.675|0.675|0.7|0|2.05
Carl Gunnarsson|0|0|0|0|0|0|0|0.63|1.4|2.03
Nick Tarnasky|0|0|0|0.45|0.5|0.525|0.55|0|0|2.025
Brandon Yip|0|0|0|0|0|0|0.575|0.7|0.75|2.025
Nathan Dempsey|0.55|0.6|0.874|0|0|0|0|0|0|2.024
Mike Weber|0|0|0|0|0|0.5512|0|0.55|0.9|2.0012
Ken Daneyko|2|0|0|0|0|0|0|0|0|2
Nelson Emerson|2|0|0|0|0|0|0|0|0|2
Trent Klatt|0.9|1.1|0|0|0|0|0|0|0|2
Kyle Turris|0|0|0|0|0|0|0|0.7875|1.2|1.9875
Rory Fitzpatrick|0|0.375|0.532|0.525|0.55|0|0|0|0|1.982
Ryan Hollweg|0|0|0.526|0.456|0.5|0|0|0.5|0|1.982
Trent Whitfield|0|0.4|0.45|0|0|0|0|0.55|0.575|1.975
Dustin Boyd|0|0|0|0|0.65|0.675|0.65|0|0|1.975
Matt Ellis|0|0|0|0|0.475|0.475|0.5|0|0.525|1.975
Anthony Stewart|0|0|0|0|0|0.5225|0|0.6325|0.8|1.955
Landon Wilson|0.667435|0.735|0|0|0|0.55|0|0|0|1.952435
Jiri Novotny|0|0|0|0.45|0.7|0.8|0|0|0|1.95
Michael Ryan|0|0|0|0|0.475|0.475|0.5|0.5|0|1.95
Eric Perrin|0|0|0|0.45|0.75|0.75|0|0|0|1.95
Derek Meech|0|0|0|0|0.475|0.475|0.5|0.5|0|1.95
Ronald Petrovicky|0.425|0.4675|0.589|0.45|0|0|0|0|0|1.9315
Andrew Greene|0|0|0|0|0.6|0.6|0.725|0|0|1.925
Matt Hendricks|0|0|0|0|0|0|0.5|0.575|0.85|1.925
T.J. Galiardi|0|0|0|0|0|0|0.5875|0.6375|0.7|1.925
Cory Cross|0|1.05|0.874|0|0|0|0|0|0|1.924
Yann Danis|0|0|0.874|0|0|0.55|0.5|0|0|1.924
Rico Fata|0.65|0.715|0.551|0|0|0|0|0|0|1.916
